,L,counts,cps,cps_per_nA,baseline,cps_per_nA_corrected,fit
0,125.0,37.0,61.66666666666667,0.6105610561056106,0.7166481502171698,-0.10608709411155914,9.299029280065052e-05
1,125.02,48.0,80.0,0.7920792079207921,0.7164575515318483,0.0756216563889438,9.481160194030467e-05
2,125.04,55.0,91.66666666666669,0.9075907590759076,0.7162669528465266,0.19132380622938094,9.666687370249216e-05
3,125.06,51.0,85.0,0.8415841584158416,0.7160763541612052,0.12550780425463637,9.855670640502261e-05
4,125.08,36.0,60.0,0.594059405940594,0.7158857554758837,-0.1218263495352897,0.00010048170821665633
5,125.1,48.0,80.0,0.7920792079207921,0.7156951567905623,0.07638405113022984,0.0001024424973062428
6,125.12,47.0,78.33333333333334,0.7755775577557756,0.7155045581052406,0.06007299965053503,0.00010443970199388982
7,125.14,43.0,71.66666666666667,0.7095709570957096,0.7153139594199192,-0.005743002324209545,0.00010647396090416759
8,125.16,57.0,95.0,0.9405940594059404,0.7151233607345977,0.22547069867134273,0.00010854592312139571
9,125.18,37.0,61.66666666666667,0.6105610561056106,0.714932762049276,-0.1043717059436654,0.00011065624834701065
10,125.2,53.0,88.33333333333334,0.8745874587458747,0.7147421633639546,0.15984529538192016,0.00011280560705904758
11,125.22,59.0,98.33333333333334,0.9735973597359736,0.7145515646786331,0.2590457950573405,0.0001149946806737752
12,125.24,34.0,56.66666666666667,0.5610561056105611,0.7143609659933117,-0.1533048603827506,0.00011722416170948197
13,125.26,41.0,68.33333333333334,0.6765676567656767,0.71417036730799,-0.037602710542313345,0.00011949475395245745
14,125.28,45.0,75.0,0.7425742574257426,0.7139797686226685,0.028594488803074025,0.00012180717262518
15,125.3,43.0,71.66666666666667,0.7095709570957096,0.7137891699373471,-0.004218212841637481,0.00012416214455675733
16,125.32,43.0,71.66666666666667,0.7095709570957096,0.7135985712520256,-0.004027614156316028,0.00012656040835561577
17,125.34,42.0,70.0,0.693069306930693,0.713407972566704,-0.020338665636010944,0.000129002714584486
18,125.36,55.0,91.66666666666669,0.9075907590759076,0.7132173738813825,0.19437338519452507,0.00013148982593769442
19,125.38,48.0,80.0,0.7920792079207921,0.7130267751960611,0.07905243272473106,0.00013402251742081214
20,125.4,60.0,100.0,0.99009900990099,0.7128361765107394,0.2772628333902506,0.00013660157653265276
21,125.42,45.0,75.0,0.7425742574257426,0.7126455778254179,0.029928679600324637,0.0001392278034496624
22,125.44,41.0,68.33333333333334,0.6765676567656767,0.7124549791400965,-0.03588732237441983,0.00014190201121274488
23,125.46,38.0,63.333333333333336,0.6270627062706271,0.712264380454775,-0.08520167418414792,0.00014462502591651368
24,125.48,60.0,100.0,0.99009900990099,0.7120737817694534,0.27802522813153663,0.0001473976869010248
25,125.5,48.0,80.0,0.7920792079207921,0.7118831830841319,0.08019602483666022,0.00015022084694599856
26,125.52,46.0,76.66666666666667,0.7590759075907592,0.7116925843988104,0.04738332319194871,0.0001530953724675859
27,125.54,45.0,75.0,0.7425742574257426,0.7115019857134888,0.031072271712253796,0.00015602214371766927
28,125.56,47.0,78.33333333333334,0.7755775577557756,0.7113113870281673,0.06426617072760832,0.0001590020549857451
29,125.58,46.0,76.66666666666667,0.7590759075907592,0.7111207883428459,0.04795511924791329,0.000162036014803431
30,125.6,49.0,81.66666666666667,0.8085808580858086,0.7109301896575244,0.09765066842828418,0.0001651249461515917
31,125.62,44.0,73.33333333333334,0.7260726072607262,0.7107395909722027,0.01533301628852346,0.00016826978667013764
32,125.64,45.0,75.0,0.7425742574257426,0.7105489922868813,0.03202526513886128,0.00017147148887050826
33,125.66,47.0,78.33333333333334,0.7755775577557756,0.7103583936015598,0.0652191641542158,0.00017473102035089392
34,125.68,34.0,56.66666666666667,0.5610561056105611,0.7101677949162382,-0.1491116893056771,0.00017804936401419108
