,L,counts,cps,cps_per_nA,baseline,cps_per_nA_corrected,fit
0,134.0,4577.0,70.30721966205836,1.3960925270464328,1.3647430798563225,0.03134944719011035,9.88178822023321e-09
1,134.25,4484.0,68.87864823348693,1.3677253422058564,1.3392659029585205,0.02845943924733585,2.435471885054051e-08
2,134.5,4262.0,65.46850998463901,1.3000101267799646,1.3144861012085196,-0.014475974428554972,5.852365589870221e-08
3,134.75,4210.0,64.66973886328724,1.2841489051486743,1.2903784543990957,-0.006229549250421407,1.3711365343359043e-07
4,135.0,4149.0,63.73271889400921,1.2655424720811996,1.2669188721328828,-0.0013764000516831576,3.1320675768984473e-07
5,135.25,4123.0,63.33333333333332,1.2576118612655545,1.2440843336297298,0.013527527635824654,6.975623502207227e-07
6,135.5,3948.0,60.64516129032257,1.2042327500064054,1.2218528312422634,-0.01762008123585801,1.5147357011355326e-06
7,135.75,3953.0,60.72196620583716,1.2057578674709524,1.2002033174208586,0.005554550050093754,3.206957435034202e-06
8,136.0,3851.0,59.15514592933947,1.1746454711941912,1.1791156548893795,-0.004470183695188368,6.6199212514052155e-06
9,136.25,3750.0,57.60368663594469,1.1438380984103391,1.1585705698114477,-0.01473247140110856,1.3323453465778188e-05
10,136.5,3704.0,56.89708141321044,1.1298070177365058,1.1385496077438626,-0.008742590007356776,2.6144876531200676e-05
11,136.75,3696.0,56.77419354838709,1.1273668297932304,1.1190350921892174,0.008331737604013068,5.002235471820575e-05
12,137.0,3652.0,56.098310291858674,1.113945796105216,1.1000100855738895,0.013935710531326473,9.331512936353504e-05
13,137.25,3471.0,53.317972350230406,1.05873654388861,1.0814583524905645,-0.022721808601954496,0.0001697281879988067
14,137.5,3543.0,54.42396313364055,1.0806982353780887,1.0633643250563451,0.017333910321743584,0.0003010057132308275
15,137.75,3461.0,53.16436251920122,1.055686308959516,1.045713070248426,0.009973238711090016,0.00052050028738098
16,138.0,3399.0,52.21198156682027,1.0367748523991316,1.0284902590893696,0.008284593309761945,0.0008776102413698217
17,138.25,3191.0,49.016897081413205,0.9733299658739716,1.0116821375632525,-0.038352171689280956,0.0014428763722928474
18,138.5,3202.0,49.18586789554531,0.9766852242959752,0.9952754991524624,-0.018590274856487232,0.002313236229507829
19,138.75,3228.0,49.58525345622119,0.98461583511162,0.9792576588927536,0.005358176218866362,0.0036165712657138015
20,139.0,3203.0,49.20122887864823,0.9769902477888848,0.9636164288513915,0.013373818937493231,0.00551431116627368
21,139.25,3127.0,48.03379416282642,0.9538084623277684,0.9483400949398791,0.00546836738788925,0.00820058831801463
22,139.5,3109.0,47.75729646697388,0.9483180394553988,0.9334173949789,0.014900644476498859,0.011896409729942069
23,139.75,3027.0,46.49769585253456,0.923306113036826,0.9188374979387798,0.004468615098046191,0.016837690834563532
24,140.0,3067.0,47.1121351766513,0.935507052753203,0.9045899842840304,0.030917068469172637,0.023256894700090774
25,140.25,3074.0,47.21966205837173,0.937642217203569,0.8906648273553687,0.046977389848200324,0.03135945882734301
26,140.5,3017.0,46.34408602150537,0.9202558781077316,0.8770523757271022,0.04320350238062942,0.04129802345123542
27,140.75,2981.0,45.7910906298003,0.9092750323629925,0.8637433364819147,0.04553169588107775,0.05314935367424253
28,141.0,2977.0,45.729646697388624,0.9080549383913548,0.850728759348945,0.057326179042409775,0.06690024362043413
29,141.25,3057.0,46.958525345622114,0.9324568178241088,0.8380000216545995,0.0944567961695093,0.08244898137492453
30,141.5,2988.0,45.89861751152073,0.9114101968133584,0.8255488140388627,0.08586138277449573,0.09962758306855847
31,141.75,3129.0,48.06451612903225,0.9544185093135872,0.8133671268929181,0.14105138242066906,0.11824668853633619
32,142.0,3054.0,46.91244239631336,0.9315417473453804,0.8014472374767617,0.1300945098686187,0.13815992936065138
33,142.25,3098.0,47.588325652841775,0.944962781033395,0.7897816976781126,0.15518108335528247,0.15933848972409898
34,142.5,3097.0,47.57296466973886,0.9446577575404856,0.7783633223763997,0.16629443516408593,0.1819407833762777
35,142.75,3306.0,50.78341013824884,1.0084076675585552,0.7671851783778839,0.24122248918067124,0.2063583027351412
36,143.0,3187.0,48.95545314900153,0.9721098719023338,0.7562405738901006,0.2158692980122332,0.2332183565812752
37,143.25,3231.0,49.63133640552995,0.9855309055903484,0.7455230485057885,0.24000785708455985,0.2633286969850927
38,143.5,3428.0,52.657450076804906,1.045620533693505,0.7350263636683161,0.31059417002518885,0.29755810331340327
39,143.75,3439.0,52.826420890937015,1.0489757921155087,0.7247444935923322,0.32423129852317656,0.33665979307994665
40,144.0,3647.0,56.02150537634408,1.1124206786406687,0.7146716166149721,0.3977490620256966,0.3810588180045522
41,144.25,3799.0,58.356374807987706,1.1587842495629013,0.7048021069544409,0.45398214260846037,0.4306372730322552
42,144.5,3948.0,60.64516129032257,1.2042327500064054,0.6951305268541922,0.5091022231522132,0.4845588769685662
43,144.75,3914.0,60.12288786482334,1.1938619512474848,0.6856516190922224,0.5082103321552625,0.5411745659239967
44,145.0,4071.0,62.53456221198156,1.2417506396342646,0.6763602998362156,0.565390339798049,0.5980418772889995
45,145.25,4305.0,66.12903225806451,1.3131261369750695,0.6672516518264067,0.6458744851486629,0.6520737624442198
46,145.5,4483.0,68.86328725038402,1.3674203187129472,0.6583209178691016,0.7090994008438456,0.6998098009576166
47,145.75,4636.0,71.21351766513055,1.414088913128089,0.6495634946247749,0.764525418503314,0.7377789989943364
48,146.0,4574.0,70.2611367127496,1.3951774565677046,0.6409749266756065,0.7542025298920981,0.7629035677262881
