,L,counts,cps,cps_per_nA,baseline,cps_per_nA_corrected,fit
0,125.0,36.0,60.0,0.6041079339508658,0.5805818557567898,0.02352607819407604,3.883520963886042e-06
1,125.02,41.0,68.33333333333334,0.688011813666264,0.5804241224829543,0.10758769118330969,3.968219295010733e-06
2,125.04,44.0,73.33333333333334,0.7383541414955028,0.5802663892091185,0.15808775228638428,4.054691902002732e-06
3,125.06,34.0,56.66666666666667,0.5705463820647066,0.5801086559352829,-0.009562273870576288,4.142974302484321e-06
4,125.08,32.0,53.333333333333336,0.5369848301785475,0.5799509226614473,-0.04296609248289984,4.233102688958487e-06
5,125.1,13.0,21.666666666666668,0.2181500872600349,0.5797931893876118,-0.3616431021275769,4.325113940869226e-06
6,125.12,41.0,68.33333333333334,0.688011813666264,0.5796354561137761,0.10837635755248787,4.419045636862254e-06
7,125.14,30.0,50.0,0.5034232782923882,0.5794777228399405,-0.07605444454755228,4.514936067248309e-06
8,125.16,39.0,65.0,0.6544502617801047,0.5793199895661049,0.07513027221399982,4.612824246673238e-06
9,125.18,38.0,63.333333333333336,0.6376694858370251,0.5791622562922693,0.058507229544755845,4.712749926996563e-06
10,125.2,39.0,65.0,0.6544502617801047,0.5790045230184336,0.07544573876167104,4.814753610382451e-06
11,125.22,40.0,66.66666666666667,0.6712310377231843,0.578846789744598,0.09238424797858624,4.918876562606609e-06
12,125.24,33.0,55.0,0.5537656061216271,0.5786890564707624,-0.024923450349135345,5.02516082658138e-06
13,125.26,44.0,73.33333333333334,0.7383541414955028,0.5785313231969268,0.15982281829857603,5.133649236102972e-06
14,125.28,32.0,53.333333333333336,0.5369848301785475,0.5783735899230912,-0.0413887597445437,5.2443854298236215e-06
15,125.3,22.0,36.66666666666667,0.3691770707477514,0.5782158566492556,-0.20903878590150415,5.357413865453123e-06
16,125.32,45.0,75.0,0.7551349174385823,0.57805812337542,0.17707679406316235,5.472779834191417e-06
17,125.34,27.0,45.0,0.4530809504631494,0.5779003901015843,-0.12481943963843495,5.590529475397169e-06
18,125.36,40.0,66.66666666666667,0.6712310377231843,0.5777426568277487,0.09348838089543554,5.710709791494667e-06
19,125.38,28.0,46.66666666666667,0.469861726406229,0.5775849235539131,-0.10772319714768414,5.833368663123955e-06
20,125.4,48.0,80.0,0.8054772452678212,0.5774271902800775,0.22805005498774367,5.9585548645361225e-06
21,125.42,28.0,46.66666666666667,0.469861726406229,0.5772694570062419,-0.10740773060001291,6.086318079238162e-06
