,L,counts,cps,cps_per_nA,baseline,cps_per_nA_corrected,fit
0,125.0,52.0,86.66666666666667,0.8580858085808581,0.7798510966539729,0.07823471192688525,4.2179073672524553e-07
1,125.02,60.0,100.0,0.99009900990099,0.7796402608609323,0.21045874904005768,4.330022505838308e-07
2,125.04,49.0,81.66666666666667,0.8085808580858086,0.7794294250678913,0.02915143301791734,4.4450212744611375e-07
3,125.06,40.0,66.66666666666667,0.6600660066006601,0.7792185892748504,-0.11915258267419038,4.5629751998947443e-07
4,125.08,43.0,71.66666666666667,0.7095709570957096,0.7790077534818098,-0.06943679638610023,4.6839575127938654e-07
5,125.1,49.0,81.66666666666667,0.8085808580858086,0.778796917688769,0.029783940397039577,4.808043186466578e-07
6,125.12,58.0,96.66666666666669,0.9570957095709572,0.7785860818957282,0.17850962767522904,4.9353089764841e-07
7,125.14,45.0,75.0,0.7425742574257426,0.7783752461026874,-0.03580098867694481,5.065833461143914e-07
8,125.16,52.0,86.66666666666667,0.8580858085808581,0.7781644103096466,0.07992139827121159,5.199697082804708e-07
9,125.18,52.0,86.66666666666667,0.8580858085808581,0.7779535745166057,0.0801322340642524,5.336982190109418e-07
10,125.2,62.0,103.33333333333334,1.0231023102310233,0.7777427387235649,0.24535957150745835,5.477773081114672e-07
11,125.22,46.0,76.66666666666667,0.7590759075907592,0.7775319029305241,-0.01845599533976494,5.622156047346025e-07
12,125.24,49.0,81.66666666666667,0.8085808580858086,0.7773210671374833,0.03125979094832532,5.770219418795851e-07
13,125.26,53.0,88.33333333333334,0.8745874587458747,0.7771102313444425,0.09747722740143228,5.922053609883987e-07
14,125.28,48.0,80.0,0.7920792079207921,0.7768993955514016,0.015179812369390477,6.077751166399864e-07
15,125.3,51.0,85.0,0.8415841584158416,0.776688559758361,0.06489559865748051,6.237406813446719e-07
16,125.32,42.0,70.0,0.693069306930693,0.7764777239653202,-0.0834084170346272,6.401117504406527e-07
17,125.34,59.0,98.33333333333334,0.9735973597359736,0.7762668881722792,0.19733047156369443,6.568982470947071e-07
18,125.36,43.0,71.66666666666667,0.7095709570957096,0.7760560523792386,-0.06648509528352897,6.741103274091251e-07
19,125.38,49.0,81.66666666666667,0.8085808580858086,0.7758452165861978,0.032735641499610835,6.917583856371031e-07
20,125.4,39.0,65.0,0.6435643564356436,0.7756343807931569,-0.13207002435751336,7.098530595085836e-07
21,125.42,50.0,83.33333333333334,0.8250825082508252,0.7754235450001161,0.049658963250709065,7.284052356687918e-07
22,125.44,49.0,81.66666666666667,0.8085808580858086,0.7752127092070753,0.033368148878733295,7.474260552318732e-07
23,125.46,55.0,91.66666666666669,0.9075907590759076,0.7750018734140345,0.1325888856618731,7.669269194515934e-07
24,125.48,44.0,73.33333333333334,0.7260726072607262,0.7747910376209937,-0.04871843036026746,7.869194955117052e-07
25,125.5,54.0,90.0,0.8910891089108911,0.7745802018279528,0.11650890708293826,8.074157224381037e-07
26,125.52,57.0,95.0,0.9405940594059404,0.774369366034912,0.1662246933710284,8.284278171354378e-07
27,125.54,52.0,86.66666666666667,0.8580858085808581,0.7741585302418712,0.08392727833898694,8.499682805503565e-07
28,125.56,55.0,91.66666666666669,0.9075907590759076,0.7739476944488304,0.1336430646270772,8.720499039639641e-07
29,125.58,48.0,80.0,0.7920792079207921,0.7737368586557896,0.018342349265002555,8.946857754161911e-07
30,125.6,42.0,70.0,0.693069306930693,0.773526022862749,-0.08045671593205594,9.178892862643834e-07
31,125.62,47.0,78.33333333333334,0.7755775577557756,0.7733151870697079,0.002262370686067716,9.416741378789266e-07
32,125.64,53.0,88.33333333333334,0.8745874587458747,0.7731043512766673,0.10148310746920741,9.660543484784287e-07
33,125.66,49.0,81.66666666666667,0.8085808580858086,0.7728935154836265,0.03568734260218209,9.910442601074495e-07
34,125.68,53.0,88.33333333333334,0.8745874587458747,0.7726826796905855,0.10190477905528927,1.0166585457592033e-06
35,125.7,43.0,71.66666666666667,0.7095709570957096,0.7724718438975449,-0.06290088680183525,1.042912216646199e-06
36,125.72,54.0,90.0,0.8910891089108911,0.772261008104504,0.11882810080638706,1.0698206296218972e-06
37,125.74,39.0,65.0,0.6435643564356436,0.7720501723114632,-0.12848581587581964,1.097399494755878e-06
38,125.76,48.0,80.0,0.7920792079207921,0.7718393365184224,0.020239871402369713,1.1256648830658905e-06
39,125.78,44.0,73.33333333333334,0.7260726072607262,0.7716285007253816,-0.045555893464655384,1.1546332344094708e-06
40,125.8,53.0,88.33333333333334,0.8745874587458747,0.7714176649323408,0.10316979381353397,1.1843213655385814e-06
41,125.82,36.0,60.0,0.594059405940594,0.7712068291393002,-0.17714742319870613,1.2147464783200226e-06
42,125.84,37.0,61.66666666666667,0.6105610561056106,0.7709959933462591,-0.1604349372406485,1.2459261681250607e-06
43,125.86,52.0,86.66666666666667,0.8580858085808581,0.7707851575532183,0.08730065102763984,1.2778784323913068e-06
44,125.88,48.0,80.0,0.7920792079207921,0.7705743217601777,0.02150488616061441,1.3106216793604987e-06
45,125.9,65.0,108.33333333333334,1.0726072607260726,0.7703634859671367,0.30224377475893593,1.3441747369951039e-06
46,125.92,52.0,86.66666666666667,0.8580858085808581,0.7701526501740961,0.08793315840676208,1.3785568620773553e-06
47,125.94,36.0,60.0,0.594059405940594,0.7699418143810552,-0.1758824084404612,1.413787749494426e-06
48,125.96,50.0,83.33333333333334,0.8250825082508252,0.7697309785880144,0.05535152966281076,1.449887541712801e-06
49,125.98,42.0,70.0,0.693069306930693,0.7695201427949736,-0.07645083586428059,1.4868768384458707e-06
50,126.0,43.0,71.66666666666667,0.7095709570957096,0.7693093070019328,-0.059738349906223176,1.5247767065180504e-06
51,126.02,46.0,76.66666666666667,0.7590759075907592,0.769098471208892,-0.010022563618132807,1.5636086899296104e-06
52,126.04,50.0,83.33333333333334,0.8250825082508252,0.7688876354158511,0.05619487283497404,1.6033948201254672e-06
53,126.06,42.0,70.0,0.693069306930693,0.7686767996228103,-0.0756074926921173,1.6441576264720594e-06
54,126.08,43.0,71.66666666666667,0.7095709570957096,0.7684659638297695,-0.058895006734059896,1.6859201469464366e-06
55,126.1,46.0,76.66666666666667,0.7590759075907592,0.7682551280367289,-0.009179220445969749,1.728705939041021e-06
56,126.12,50.0,83.33333333333334,0.8250825082508252,0.7680442922436879,0.05703821600713732,1.7725390908886304e-06
57,126.14,40.0,66.66666666666667,0.6600660066006601,0.767833456450647,-0.10776744984998698,1.8174442326113669e-06
58,126.16,43.0,71.66666666666667,0.7095709570957096,0.7676226206576064,-0.05805166356189684,1.8634465478982196e-06
59,126.18,52.0,86.66666666666667,0.8580858085808581,0.7674117848645654,0.09067402371629274,1.910571785814956e-06
60,126.2,39.0,65.0,0.6435643564356436,0.7672009490715246,-0.123636592635881,1.958846272850942e-06
61,126.22,56.0,93.33333333333334,0.9240924092409242,0.766990113278484,0.15710229596244019,2.0082969252075867e-06
62,126.24,46.0,76.66666666666667,0.7590759075907592,0.7667792774854432,-0.007703369894684009,2.0589512613323073e-06
63,126.26,43.0,71.66666666666667,0.7095709570957096,0.7665684416924023,-0.05699748459669274,2.110837414703063e-06
64,126.28,46.0,76.66666666666667,0.7590759075907592,0.7663576058993615,-0.007281698308602369,2.163984146867678e-06
65,126.3,51.0,85.0,0.8415841584158416,0.7661467701063207,0.07543738830952085,2.218420860743278e-06
