,L,counts,cps,cps_per_nA,baseline,cps_per_nA_corrected,fit
0,136.0,2292.0,35.207373271889395,0.6991138457483994,0.6983773240852409,0.0007365216631585181,7.184004513393548e-12
1,136.25,2216.0,34.03993855606758,0.6759320602872833,0.6899618529942695,-0.014029792706986233,2.576261880320962e-11
2,136.5,2263.0,34.76190476190476,0.6902681644540262,0.6814431440447718,0.00882502040925437,8.911848669356154e-11
3,136.75,2176.0,33.42549923195084,0.6637311205709062,0.6728392864594761,-0.009108165888569886,2.9732948916871507e-10
4,137.0,2163.0,33.2258064516129,0.6597658151630837,0.664167639319435,-0.004401824156351264,9.566766821615546e-10
5,137.25,2209.0,33.93241167434715,0.6737968958369173,0.6554447912323921,0.018352104604525188,2.9684454567514447e-09
6,137.5,2092.0,32.13517665130568,0.6381091471665147,0.6466865293509942,-0.008577382184479565,8.882147974038826e-09
7,137.75,2133.0,32.76497695852534,0.650615110375801,0.6379078171561198,0.012707293219681226,2.562864101461758e-08
8,138.0,2122.0,32.59600614439324,0.6472598519537974,0.6291227803632717,0.01813707159052569,7.130971515896677e-08
9,138.25,2039.0,31.321044546850995,0.6219429020423153,0.6203447002713126,0.001598201771002672,1.9133152797367958e-07
10,138.5,1959.0,30.09216589861751,0.5975410226095613,0.6115860138509973,-0.014044991241435989,4.950396286337176e-07
11,138.75,1967.0,30.215053763440856,0.5999812105528367,0.6028583198638541,-0.0028771093110173673,1.2351261815466253e-06
12,139.0,1925.0,29.56989247311828,0.5871702238506409,0.5941723903079502,-0.007002166457309333,2.9716962485743936e-06
13,139.25,1934.0,29.708141321044543,0.5899154352868258,0.5855381865039337,0.004377248782892029,6.894846493204024e-06
14,139.5,1867.0,28.678955453149,0.5694788612618943,0.5769648791604935,-0.007486017898599262,1.542691603906092e-05
15,139.75,1898.0,29.155145929339472,0.5789345895420864,0.5684608717911641,0.010473717750922318,3.32872174794474e-05
16,140.0,1875.0,28.801843317972345,0.5719190492051697,0.5600338268925025,0.011885222312667199,6.926792894764297e-05
17,140.25,1776.0,27.28110599078341,0.5417217234071368,0.5516906943355064,-0.00996897092836968,0.00013901431460113943
18,140.5,1743.0,26.774193548387093,0.5316559481411257,0.5434377414663724,-0.011781793325246648,0.00026907958107806986
19,140.75,1791.0,27.511520737327185,0.5462970758007781,0.5352805844580664,0.011016491342711765,0.0005023701226210841
20,141.0,1691.0,25.97542242703533,0.5157947265098357,0.5272242204997335,-0.011429493989897788,0.0009047436292056967
21,141.25,1737.0,26.68202764976958,0.5298258071836692,0.5192730604558105,0.010552746727858775,0.001571935519314441
22,141.5,1629.0,25.023041474654374,0.4968832699494514,0.5114309616701775,-0.01454769172072612,0.0026352167790987765
23,141.75,1668.0,25.6221198156682,0.508779186172919,0.5037012606322511,0.0050779255406678825,0.004263412105558893
24,142.0,1653.0,25.39170506912442,0.5042038337792776,0.4960868052611759,0.008117028518101699,0.006658470142549099
25,142.25,1680.0,25.806451612903224,0.5124394680878321,0.4885899866009434,0.023849481486888757,0.010042120100047913
26,142.5,1664.0,25.56067588325653,0.5075590922012813,0.4812127697531746,0.02634632244810664,0.014632666912666894
27,142.75,1598.0,24.5468509984639,0.4874275416692593,0.47395672390535676,0.01347081776390252,0.020613785021913085
28,143.0,1663.0,25.54531490015361,0.5072540687083719,0.4668230513404979,0.04043101736787397,0.028100862303164397
29,143.25,1622.0,24.915514592933945,0.4947481054990855,0.4598126153395105,0.03493549015957498,0.03711397951276212
30,143.5,1630.0,25.038402457757293,0.4971882934423609,0.4529259669102202,0.04426232653214068,0.04756846206685848
31,143.75,1614.0,24.792626728110594,0.49230791755581,0.4461633702968572,0.046144547258952784,0.0592925744603615
