Time	Counting_Sp1(c/s)	Counting_Sp4(c/s)
12/04/2018 12:41:28	360.00	73.00
12/04/2018 12:41:30	367.00	83.00
12/04/2018 12:41:32	343.00	86.00
12/04/2018 12:41:35	391.00	81.00
12/04/2018 12:41:37	350.00	87.00
12/04/2018 12:41:39	375.00	87.00
12/04/2018 12:41:41	367.00	73.00
12/04/2018 12:41:43	405.00	94.00
12/04/2018 12:41:44	384.00	82.00
12/04/2018 12:41:47	375.00	91.00
12/04/2018 12:41:49	385.00	78.00
12/04/2018 12:41:51	391.00	73.00
12/04/2018 12:41:53	342.00	76.00
12/04/2018 12:41:55	378.00	83.00
12/04/2018 12:41:57	375.00	73.00
12/04/2018 12:41:59	368.00	72.00
12/04/2018 12:42:01	366.00	74.00
12/04/2018 12:42:04	366.00	81.00
12/04/2018 12:42:06	358.00	81.00
12/04/2018 12:42:08	374.00	78.00
12/04/2018 12:42:10	352.00	70.00
12/04/2018 12:42:12	354.00	72.00
12/04/2018 12:42:14	385.00	80.00
12/04/2018 12:42:16	349.00	84.00
12/04/2018 12:42:18	376.00	83.00
12/04/2018 12:42:20	378.00	86.00
12/04/2018 12:42:22	417.00	101.00
12/04/2018 12:42:24	377.00	80.00
12/04/2018 12:42:25	371.00	89.00
12/04/2018 12:42:28	396.00	70.00
12/04/2018 12:42:30	399.00	58.00
12/04/2018 12:42:32	377.00	79.00
12/04/2018 12:42:34	396.00	70.00
12/04/2018 12:42:36	364.00	86.00
12/04/2018 12:42:38	398.00	80.00
12/04/2018 12:42:41	388.00	85.00
12/04/2018 12:42:42	366.00	68.00
12/04/2018 12:42:44	397.00	75.00
12/04/2018 12:42:46	374.00	66.00
12/04/2018 12:42:48	402.00	68.00
12/04/2018 12:42:50	401.00	71.00
12/04/2018 12:42:52	373.00	76.00
12/04/2018 12:42:54	417.00	83.00
12/04/2018 12:42:56	414.00	78.00
12/04/2018 12:42:58	396.00	75.00
12/04/2018 12:43:00	409.00	89.00
12/04/2018 12:43:02	419.00	65.00
12/04/2018 12:43:04	432.00	77.00
12/04/2018 12:43:06	421.00	86.00
12/04/2018 12:43:08	429.00	72.00
12/04/2018 12:43:10	413.00	74.00
12/04/2018 12:43:12	392.00	65.00
12/04/2018 12:43:14	394.00	59.00
12/04/2018 12:43:16	428.00	94.00
12/04/2018 12:43:18	398.00	88.00
12/04/2018 12:43:20	411.00	85.00
12/04/2018 12:43:22	386.00	76.00
12/04/2018 12:43:24	407.00	84.00
12/04/2018 12:43:26	412.00	77.00
12/04/2018 12:43:28	412.00	88.00
12/04/2018 12:43:30	430.00	82.00
12/04/2018 12:43:32	350.00	76.00
12/04/2018 12:43:34	411.00	98.00
12/04/2018 12:43:37	399.00	74.00
12/04/2018 12:43:38	380.00	92.00
12/04/2018 12:43:40	396.00	74.00
12/04/2018 12:43:42	440.00	79.00
12/04/2018 12:43:44	419.00	82.00
12/04/2018 12:43:47	395.00	90.00
12/04/2018 12:43:49	397.00	78.00
12/04/2018 12:43:51	422.00	72.00
12/04/2018 12:43:53	414.00	89.00
12/04/2018 12:43:55	390.00	71.00
12/04/2018 12:43:58	405.00	87.00
12/04/2018 12:43:59	385.00	70.00
12/04/2018 12:44:02	420.00	56.00
12/04/2018 12:44:04	365.00	80.00
12/04/2018 12:44:06	405.00	81.00
12/04/2018 12:44:08	397.00	78.00
12/04/2018 12:44:10	427.00	71.00
12/04/2018 12:44:12	403.00	80.00
12/04/2018 12:44:15	397.00	83.00
12/04/2018 12:44:16	393.00	83.00
12/04/2018 12:44:18	383.00	75.00
12/04/2018 12:44:20	437.00	80.00
12/04/2018 12:44:22	405.00	68.00
12/04/2018 12:44:24	387.00	67.00
12/04/2018 12:44:26	426.00	82.00
12/04/2018 12:44:28	395.00	86.00
12/04/2018 12:44:30	388.00	81.00
12/04/2018 12:44:32	380.00	84.00
12/04/2018 12:44:34	393.00	82.00
12/04/2018 12:44:36	392.00	81.00
12/04/2018 12:44:39	408.00	74.00
12/04/2018 12:44:41	439.00	70.00
12/04/2018 12:44:43	414.00	69.00
12/04/2018 12:44:44	396.00	76.00
