Time	Counting_Sp1(c/s)	Counting_Sp4(c/s)
13/04/2018 12:14:18	2593.00	1998.00
13/04/2018 12:14:20	2689.00	1978.00
13/04/2018 12:14:21	2731.00	2006.00
13/04/2018 12:14:23	2590.00	2040.00
13/04/2018 12:14:25	2517.00	2138.00
13/04/2018 12:14:27	2631.00	2010.00
13/04/2018 12:14:29	2564.00	2139.00
13/04/2018 12:14:31	2525.00	2089.00
13/04/2018 12:14:32	2594.00	2060.00
13/04/2018 12:14:34	2605.00	2149.00
13/04/2018 12:14:36	2531.00	2133.00
13/04/2018 12:14:38	2595.00	2076.00
13/04/2018 12:14:40	2521.00	2055.00
13/04/2018 12:14:42	2445.00	2067.00
13/04/2018 12:14:44	2552.00	2127.00
13/04/2018 12:14:46	2498.00	2129.00
13/04/2018 12:14:47	2509.00	2097.00
13/04/2018 12:14:49	2456.00	2008.00
13/04/2018 12:14:51	2505.00	2145.00
13/04/2018 12:14:53	2559.00	2042.00
13/04/2018 12:14:55	2571.00	2082.00
13/04/2018 12:14:57	2424.00	2033.00
13/04/2018 12:14:59	2459.00	2145.00
13/04/2018 12:15:01	2419.00	2023.00
13/04/2018 12:15:03	2454.00	2108.00
13/04/2018 12:15:04	2491.00	2073.00
13/04/2018 12:15:06	2332.00	2130.00
13/04/2018 12:15:08	2461.00	2142.00
13/04/2018 12:15:10	2498.00	2106.00
13/04/2018 12:15:12	2448.00	2134.00
13/04/2018 12:15:13	2426.00	2087.00
13/04/2018 12:15:15	2500.00	2056.00
13/04/2018 12:15:18	2447.00	1983.00
13/04/2018 12:15:20	2451.00	2061.00
13/04/2018 12:15:22	2399.00	2057.00
13/04/2018 12:15:24	2464.00	2179.00
13/04/2018 12:15:26	2395.00	2060.00
13/04/2018 12:15:28	2386.00	2052.00
13/04/2018 12:15:30	2376.00	2037.00
13/04/2018 12:15:32	2266.00	2035.00
13/04/2018 12:15:34	2367.00	2130.00
13/04/2018 12:15:36	2445.00	2019.00
13/04/2018 12:15:37	2414.00	2091.00
13/04/2018 12:15:39	2379.00	2115.00
13/04/2018 12:15:41	2431.00	2110.00
13/04/2018 12:15:43	2301.00	2124.00
13/04/2018 12:15:45	2348.00	2087.00
13/04/2018 12:15:47	2382.00	2232.00
13/04/2018 12:15:49	2443.00	2094.00
13/04/2018 12:15:51	2320.00	2146.00
13/04/2018 12:15:53	2418.00	2091.00
13/04/2018 12:15:55	2283.00	2112.00
13/04/2018 12:15:56	2311.00	2072.00
13/04/2018 12:15:58	2334.00	2141.00
13/04/2018 12:16:00	2426.00	2083.00
13/04/2018 12:16:02	2317.00	2103.00
13/04/2018 12:16:04	2320.00	2048.00
13/04/2018 12:16:06	2318.00	2097.00
13/04/2018 12:16:08	2392.00	2070.00
13/04/2018 12:16:10	2292.00	2062.00
13/04/2018 12:16:12	2272.00	2075.00
13/04/2018 12:16:14	2485.00	2095.00
13/04/2018 12:16:15	2222.00	2078.00
13/04/2018 12:16:18	2327.00	2076.00
13/04/2018 12:16:19	2340.00	1999.00
13/04/2018 12:16:21	2293.00	2118.00
13/04/2018 12:16:23	2280.00	2096.00
13/04/2018 12:16:25	2345.00	2098.00
13/04/2018 12:16:27	2322.00	2135.00
13/04/2018 12:16:29	2229.00	1980.00
13/04/2018 12:16:31	2343.00	2209.00
13/04/2018 12:16:33	2248.00	2054.00
13/04/2018 12:16:35	2228.00	2154.00
13/04/2018 12:16:37	2283.00	2016.00
13/04/2018 12:16:38	2266.00	2061.00
13/04/2018 12:16:40	2180.00	2111.00
13/04/2018 12:16:42	2245.00	2075.00
13/04/2018 12:16:44	2182.00	2119.00
13/04/2018 12:16:46	2229.00	2192.00
13/04/2018 12:16:48	2346.00	2027.00
13/04/2018 12:16:50	2195.00	2056.00
13/04/2018 12:16:52	2301.00	2100.00
13/04/2018 12:16:54	2262.00	2095.00
13/04/2018 12:16:56	2291.00	2103.00
13/04/2018 12:16:57	2225.00	2077.00
13/04/2018 12:16:59	2236.00	2089.00
13/04/2018 12:17:01	2241.00	2089.00
13/04/2018 12:17:03	2330.00	2158.00
13/04/2018 12:17:05	2249.00	2110.00
13/04/2018 12:17:07	2198.00	2090.00
13/04/2018 12:17:09	2260.00	2109.00
13/04/2018 12:17:10	2190.00	2097.00
13/04/2018 12:17:12	2274.00	2087.00
13/04/2018 12:17:14	2275.00	2100.00
13/04/2018 12:17:16	2186.00	2078.00
13/04/2018 12:17:18	2163.00	2156.00
