"  SAMPLE"	"    LINE"	"Relative Dist(um)"	"   N WT%"	"   H WT%"	"  Si WT%"	"  Al WT%"	"  Sr WT%"	"  Fe WT%"	"   K WT%"	"  Ba WT%"	"  Na WT%"	"   O WT%"	"   TOTAL"	"   X-POS"	"   Y-POS"	"   Z-POS"	"   N AT%"	"   H AT%"	"  Si AT%"	"  Al AT%"	"  Sr AT%"	"  Fe AT%"	"   K AT%"	"  Ba AT%"	"  Na AT%"	"   O AT%"	" N K-RAT"	"N STD_NUM"	"N STD_NAM"
"Un    1  hyalophane_50nA_20um_BNcalibr_1"	       1	       0	 .019365	 .005574	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.2718	 100.058	 .000000	 .000000	 .000000	 .000338	 .001350	 .198719	 .107462	 .000950	 .000063	 .031877	 .032776	 .011959	 .614506	 .000091	604	"Boron Nitride (BN)"
"Un    2  hyalophane_50nA_20um_BNcalibr_2"	       2	       0	 .022589	 .006502	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.2737	 100.064	 .000000	 .000000	 .000000	 .000394	 .001574	 .198657	 .107429	 .000950	 .000063	 .031867	 .032766	 .011955	 .614345	 .000106	604	"Boron Nitride (BN)"
"Un    3  hyalophane_50nA_20um_BNcalibr_3"	       3	       0	 .028646	 .008246	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.2771	 100.076	 .000000	 .000000	 .000000	 .000499	 .001995	 .198542	 .107367	 .000949	 .000063	 .031849	 .032747	 .011948	 .614041	 .000135	604	"Boron Nitride (BN)"
"Un    4  hyalophane_50nA_20um_BNcalibr_4"	       4	       0	 .019107	 .005500	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.2717	 100.058	 .000000	 .000000	 .000000	 .000333	 .001332	 .198724	 .107465	 .000950	 .000063	 .031878	 .032777	 .011959	 .614519	 .000090	604	"Boron Nitride (BN)"
"Un    5  hyalophane_50nA_20um_BNcalibr_5"	       5	       0	 .015531	 .004471	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.2696	 100.051	 .000000	 .000000	 .000000	 .000271	 .001083	 .198792	 .107502	 .000950	 .000063	 .031889	 .032788	 .011964	 .614699	 .000073	604	"Boron Nitride (BN)"
