"  SAMPLE"	"    LINE"	"Relative Dist(um)"	"   N WT%"	"   H WT%"	"  Si WT%"	"  Al WT%"	"  Sr WT%"	"  Fe WT%"	"   K WT%"	"  Ba WT%"	"  Na WT%"	"   O WT%"	"   TOTAL"	"   X-POS"	"   Y-POS"	"   Z-POS"	"   N AT%"	"   H AT%"	"  Si AT%"	"  Al AT%"	"  Sr AT%"	"  Fe AT%"	"   K AT%"	"  Ba AT%"	"  Na AT%"	"   O AT%"	" N K-RAT"	"N STD_NUM"	"N STD_NAM"
"Un    1  hyalophane_50nA_20um_BNcalibr_1"	       1	       0	 .018590	 .005351	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.2714	 100.057	 .000000	 .000000	 .000000	 .000324	 .001296	 .198733	 .107470	 .000950	 .000063	 .031879	 .032779	 .011960	 .614545	 .000087	604	"Boron Nitride (BN)"
"Un    2  hyalophane_50nA_20um_BNcalibr_2"	       2	       0	 .021685	 .006242	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.2731	 100.063	 .000000	 .000000	 .000000	 .000378	 .001512	 .198675	 .107438	 .000950	 .000063	 .031870	 .032769	 .011956	 .614390	 .000102	604	"Boron Nitride (BN)"
"Un    3  hyalophane_50nA_20um_BNcalibr_3"	       3	       0	 .027500	 .007916	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.2765	 100.073	 .000000	 .000000	 .000000	 .000479	 .001916	 .198564	 .107378	 .000949	 .000063	 .031852	 .032751	 .011950	 .614098	 .000129	604	"Boron Nitride (BN)"
"Un    4  hyalophane_50nA_20um_BNcalibr_4"	       4	       0	 .018343	 .005280	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.2712	 100.056	 .000000	 .000000	 .000000	 .000320	 .001279	 .198738	 .107473	 .000950	 .000063	 .031880	 .032779	 .011960	 .614558	 .000086	604	"Boron Nitride (BN)"
"Un    5  hyalophane_50nA_20um_BNcalibr_5"	       5	       0	 .014910	 .004292	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.2693	 100.050	 .000000	 .000000	 .000000	 .000260	 .001040	 .198804	 .107508	 .000951	 .000063	 .031891	 .032790	 .011964	 .614730	 .000070	604	"Boron Nitride (BN)"
