Time	Counting_Sp1(c/s)	Counting_Sp4(c/s)
12/04/2018 18:00:49	434.00	14.00
12/04/2018 18:00:51	373.00	10.00
12/04/2018 18:00:53	360.00	15.00
12/04/2018 18:00:56	376.00	11.00
12/04/2018 18:00:58	393.00	22.00
12/04/2018 18:00:59	395.00	7.00
12/04/2018 18:01:01	366.00	9.00
12/04/2018 18:01:03	458.00	11.00
12/04/2018 18:01:05	427.00	9.00
12/04/2018 18:01:07	437.00	11.00
12/04/2018 18:01:09	388.00	10.00
12/04/2018 18:01:12	410.00	10.00
12/04/2018 18:01:14	421.00	8.00
12/04/2018 18:01:16	376.00	8.00
12/04/2018 18:01:18	385.00	9.00
12/04/2018 18:01:20	422.00	13.00
12/04/2018 18:01:22	400.00	11.00
12/04/2018 18:01:24	453.00	14.00
12/04/2018 18:01:27	413.00	11.00
12/04/2018 18:01:28	414.00	9.00
12/04/2018 18:01:30	402.00	12.00
12/04/2018 18:01:32	441.00	12.00
12/04/2018 18:01:34	454.00	14.00
12/04/2018 18:01:36	421.00	13.00
12/04/2018 18:01:38	411.00	10.00
12/04/2018 18:01:39	432.00	5.00
12/04/2018 18:01:41	434.00	10.00
12/04/2018 18:01:43	414.00	5.00
12/04/2018 18:01:46	429.00	9.00
12/04/2018 18:01:48	443.00	14.00
12/04/2018 18:01:50	467.00	6.00
12/04/2018 18:01:52	407.00	6.00
12/04/2018 18:01:54	460.00	12.00
12/04/2018 18:01:56	434.00	10.00
12/04/2018 18:01:58	425.00	11.00
12/04/2018 18:02:00	466.00	10.00
12/04/2018 18:02:02	447.00	10.00
12/04/2018 18:02:04	411.00	13.00
12/04/2018 18:02:06	430.00	13.00
12/04/2018 18:02:08	421.00	12.00
12/04/2018 18:02:10	427.00	8.00
12/04/2018 18:02:12	438.00	17.00
12/04/2018 18:02:14	469.00	25.00
12/04/2018 18:02:16	402.00	11.00
12/04/2018 18:02:18	441.00	18.00
12/04/2018 18:02:20	430.00	11.00
12/04/2018 18:02:22	410.00	13.00
12/04/2018 18:02:24	440.00	8.00
12/04/2018 18:02:26	397.00	8.00
12/04/2018 18:02:28	433.00	10.00
12/04/2018 18:02:30	432.00	9.00
12/04/2018 18:02:32	443.00	10.00
12/04/2018 18:02:34	440.00	12.00
12/04/2018 18:02:36	427.00	6.00
12/04/2018 18:02:38	413.00	16.00
12/04/2018 18:02:40	433.00	11.00
12/04/2018 18:02:42	468.00	7.00
12/04/2018 18:02:44	425.00	8.00
12/04/2018 18:02:46	412.00	11.00
12/04/2018 18:02:48	433.00	9.00
12/04/2018 18:02:50	456.00	12.00
12/04/2018 18:02:52	455.00	6.00
12/04/2018 18:02:54	424.00	11.00
12/04/2018 18:02:56	468.00	8.00
12/04/2018 18:02:58	393.00	11.00
12/04/2018 18:03:00	394.00	8.00
12/04/2018 18:03:02	424.00	9.00
12/04/2018 18:03:04	401.00	10.00
12/04/2018 18:03:06	427.00	7.00
12/04/2018 18:03:08	432.00	12.00
12/04/2018 18:03:10	426.00	7.00
12/04/2018 18:03:12	419.00	13.00
12/04/2018 18:03:14	447.00	14.00
12/04/2018 18:03:16	423.00	6.00
12/04/2018 18:03:18	396.00	12.00
12/04/2018 18:03:20	413.00	12.00
12/04/2018 18:03:22	448.00	8.00
12/04/2018 18:03:24	451.00	14.00
12/04/2018 18:03:26	447.00	8.00
12/04/2018 18:03:29	429.00	10.00
12/04/2018 18:03:31	441.00	11.00
12/04/2018 18:03:32	440.00	15.00
12/04/2018 18:03:34	424.00	9.00
12/04/2018 18:03:37	426.00	7.00
12/04/2018 18:03:39	418.00	7.00
12/04/2018 18:03:41	421.00	11.00
12/04/2018 18:03:43	416.00	6.00
12/04/2018 18:03:46	455.00	7.00
12/04/2018 18:03:48	423.00	8.00
12/04/2018 18:03:50	452.00	10.00
12/04/2018 18:03:51	411.00	9.00
12/04/2018 18:03:53	425.00	8.00
12/04/2018 18:03:55	428.00	7.00
12/04/2018 18:03:57	433.00	5.00
12/04/2018 18:03:59	433.00	12.00
12/04/2018 18:04:01	445.00	3.00
12/04/2018 18:04:03	410.00	14.00
12/04/2018 18:04:05	483.00	8.00
12/04/2018 18:04:07	456.00	8.00
12/04/2018 18:04:09	480.00	10.00
12/04/2018 18:04:11	439.00	9.00
12/04/2018 18:04:13	413.00	10.00
12/04/2018 18:04:15	416.00	7.00
12/04/2018 18:04:17	422.00	13.00
12/04/2018 18:04:19	402.00	14.00
12/04/2018 18:04:22	401.00	15.00
12/04/2018 18:04:24	430.00	12.00
12/04/2018 18:04:26	405.00	9.00
12/04/2018 18:04:28	462.00	6.00
12/04/2018 18:04:31	395.00	8.00
12/04/2018 18:04:32	439.00	4.00
12/04/2018 18:04:35	408.00	15.00
12/04/2018 18:04:37	451.00	7.00
12/04/2018 18:04:39	406.00	5.00
