Time	Counting_Sp1(c/s)	Counting_Sp4(c/s)
12/04/2018 21:46:17	5385.00	80.00
12/04/2018 21:46:19	5245.00	85.00
12/04/2018 21:46:21	5176.00	90.00
12/04/2018 21:46:23	5188.00	68.00
12/04/2018 21:46:25	5019.00	72.00
12/04/2018 21:46:27	4991.00	93.00
12/04/2018 21:46:28	4974.00	74.00
12/04/2018 21:46:30	4874.00	75.00
12/04/2018 21:46:32	4853.00	74.00
12/04/2018 21:46:34	4803.00	93.00
12/04/2018 21:46:36	4765.00	93.00
12/04/2018 21:46:38	4706.00	75.00
12/04/2018 21:46:40	4957.00	88.00
12/04/2018 21:46:42	4723.00	86.00
12/04/2018 21:46:44	4676.00	75.00
12/04/2018 21:46:46	4743.00	74.00
12/04/2018 21:46:48	4774.00	87.00
12/04/2018 21:46:50	4629.00	68.00
12/04/2018 21:46:52	4704.00	93.00
12/04/2018 21:46:54	4758.00	78.00
12/04/2018 21:46:57	4817.00	88.00
12/04/2018 21:46:58	4649.00	80.00
12/04/2018 21:47:00	4644.00	76.00
12/04/2018 21:47:02	4628.00	89.00
12/04/2018 21:47:04	4596.00	70.00
12/04/2018 21:47:06	4490.00	82.00
12/04/2018 21:47:08	4559.00	86.00
12/04/2018 21:47:10	4487.00	87.00
12/04/2018 21:47:12	4433.00	85.00
12/04/2018 21:47:13	4607.00	66.00
12/04/2018 21:47:15	4326.00	79.00
12/04/2018 21:47:18	4415.00	67.00
12/04/2018 21:47:20	4586.00	72.00
12/04/2018 21:47:22	4500.00	87.00
12/04/2018 21:47:24	4402.00	111.00
12/04/2018 21:47:26	4388.00	84.00
12/04/2018 21:47:28	4367.00	81.00
12/04/2018 21:47:30	4444.00	74.00
12/04/2018 21:47:31	4256.00	89.00
12/04/2018 21:47:34	4431.00	68.00
12/04/2018 21:47:36	4442.00	69.00
12/04/2018 21:47:37	4401.00	76.00
12/04/2018 21:47:39	4358.00	92.00
12/04/2018 21:47:41	4403.00	72.00
12/04/2018 21:47:43	4209.00	94.00
12/04/2018 21:47:45	4293.00	88.00
12/04/2018 21:47:47	4344.00	79.00
12/04/2018 21:47:49	4242.00	75.00
12/04/2018 21:47:51	4280.00	83.00
12/04/2018 21:47:54	4314.00	72.00
12/04/2018 21:47:56	4238.00	64.00
12/04/2018 21:47:58	4160.00	77.00
12/04/2018 21:48:00	4237.00	84.00
12/04/2018 21:48:02	4272.00	73.00
12/04/2018 21:48:04	4206.00	81.00
12/04/2018 21:48:06	4328.00	71.00
12/04/2018 21:48:09	4267.00	90.00
12/04/2018 21:48:11	4250.00	73.00
12/04/2018 21:48:13	4213.00	72.00
12/04/2018 21:48:15	4159.00	59.00
12/04/2018 21:48:18	4139.00	78.00
12/04/2018 21:48:20	4208.00	76.00
12/04/2018 21:48:21	4188.00	95.00
12/04/2018 21:48:24	4100.00	87.00
12/04/2018 21:48:27	4169.00	81.00
12/04/2018 21:48:29	4084.00	89.00
12/04/2018 21:48:31	4117.00	71.00
12/04/2018 21:48:33	4153.00	84.00
12/04/2018 21:48:35	4167.00	74.00
12/04/2018 21:48:37	4239.00	83.00
12/04/2018 21:48:39	4113.00	66.00
12/04/2018 21:48:41	4126.00	78.00
12/04/2018 21:48:43	4211.00	89.00
12/04/2018 21:48:45	4200.00	66.00
12/04/2018 21:48:47	4091.00	78.00
12/04/2018 21:48:48	4141.00	78.00
12/04/2018 21:48:50	4125.00	74.00
12/04/2018 21:48:52	4021.00	80.00
12/04/2018 21:48:54	4121.00	81.00
12/04/2018 21:48:56	4042.00	83.00
12/04/2018 21:48:58	3944.00	83.00
12/04/2018 21:49:00	4034.00	85.00
12/04/2018 21:49:02	4071.00	85.00
12/04/2018 21:49:04	4037.00	59.00
12/04/2018 21:49:05	4052.00	89.00
12/04/2018 21:49:08	3968.00	74.00
12/04/2018 21:49:09	3882.00	80.00
12/04/2018 21:49:12	3926.00	79.00
12/04/2018 21:49:13	3992.00	70.00
12/04/2018 21:49:15	4070.00	67.00
12/04/2018 21:49:17	3950.00	76.00
12/04/2018 21:49:19	4042.00	86.00
12/04/2018 21:49:21	3964.00	74.00
12/04/2018 21:49:23	3829.00	69.00
12/04/2018 21:49:25	4012.00	85.00
12/04/2018 21:49:27	3983.00	75.00
12/04/2018 21:49:29	3999.00	77.00
12/04/2018 21:49:31	3966.00	72.00
12/04/2018 21:49:32	3889.00	66.00
12/04/2018 21:49:34	3928.00	77.00
12/04/2018 21:49:37	3966.00	77.00
12/04/2018 21:49:39	3871.00	66.00
12/04/2018 21:49:40	3894.00	75.00
12/04/2018 21:49:42	3959.00	84.00
12/04/2018 21:49:44	3887.00	74.00
12/04/2018 21:49:46	3939.00	72.00
12/04/2018 21:49:47	3930.00	64.00
12/04/2018 21:49:49	3864.00	77.00
12/04/2018 21:49:51	3928.00	73.00
12/04/2018 21:49:53	3937.00	71.00
12/04/2018 21:49:55	3755.00	64.00
12/04/2018 21:49:56	3937.00	74.00
12/04/2018 21:49:58	3918.00	67.00
12/04/2018 21:50:00	3766.00	81.00
12/04/2018 21:50:02	3828.00	80.00
12/04/2018 21:50:04	3920.00	74.00
12/04/2018 21:50:06	3892.00	95.00
12/04/2018 21:50:08	3886.00	82.00
12/04/2018 21:50:10	3698.00	95.00
12/04/2018 21:50:12	3887.00	67.00
12/04/2018 21:50:14	3794.00	73.00
