,L,cps,cps_per_nA,cps_per_nA_stdev,baseline,cps_per_nA_corrected,fit
0,125.0,128.59999999999997,2.574526487780834,0.3048475785364753,2.500562497251788,0.0739639905290459,1.3187367899029315e-12
1,125.1,123.26666666666664,2.4677356881921875,0.293973935954163,2.477098614283459,-0.00936292609127154,1.6981506611545004e-12
2,125.2,125.46666666666668,2.511717742505312,0.2231313158393677,2.453954868405679,0.05776287409963299,2.1840481263270945e-12
3,125.3,122.06666666666668,2.4437102834218463,0.2193711973851223,2.4311260253677975,0.012584258054048725,2.8055375033759385e-12
4,125.4,120.00000000000004,2.4022645122345656,0.2521306781082216,2.408606942278128,-0.006342430043562608,3.5994640659452965e-12
5,125.5,117.2,2.3462244484460166,0.1990662863058744,2.386392566215173,-0.040168117769156186,4.612405646703829e-12
6,125.6,113.6,2.274187878633911,0.254924879500267,2.3644779328402397,-0.09029005420632874,5.903166559706318e-12
7,125.7,114.13333333333333,2.2847893738464053,0.2195853315229908,2.3428581650131277,-0.05806879116672237,7.545889970374117e-12
8,125.8,120.73333333333336,2.4169784280595343,0.2953606833051042,2.3215284714122846,0.09544995664724976,9.633936702756807e-12
9,125.9,117.13333333333335,2.344928500794949,0.2524538925911006,2.3004841451607474,0.04444435563420157,1.2284712524869605e-11
10,126.0,109.2,2.186124076156269,0.1844153973659985,2.279720562459181,-0.0935964863029124,1.564566750427243e-11
11,126.1,118.86666666666667,2.379598930838465,0.1855112668198602,2.2592331812270436,0.12036574961142144,1.9901741650139993e-11
12,126.2,108.13333333333335,2.164780090935307,0.2287281996238541,2.2390175397529735,-0.07423744881766625,2.5284592638597253e-11
13,126.3,110.13333333333335,2.2047546612417324,0.2118345739295579,2.2190692553553237,-0.014314594113591372,3.20840162078674e-11
14,126.4,106.33333333333334,2.1287034246314502,0.2523596144779449,2.199384023053665,-0.07068059842221475,4.0662060497866264e-11
15,126.5,113.4,2.2701464915342817,0.3062748413326039,2.1799576142520865,0.09018887728219527,5.147044539930543e-11
16,126.6,110.26666666666664,2.207409857031545,0.1980180176266698,2.160785875434939,0.04662398159660608,6.50720306809476e-11
17,126.7,108.53333333333332,2.172758441824923,0.2479673004701647,2.1418647268756974,0.030893714949225437,8.21672368038925e-11
18,126.8,102.20000000000002,2.045953718821976,0.1720534605273518,2.123190161359495,-0.07723644253751871,1.0362651526894614e-10
19,126.9,107.33333333333334,2.148746422860659,0.1999855638542459,2.1047582429197975,0.04398817994086146,1.305301974162809e-10
20,127.0,106.06666666666668,2.123351423472326,0.2004787454840823,2.0865651055897443,0.0367863178825818,1.6421732928827253e-10
21,127.1,106.53333333333332,2.132689517451893,0.1826770619284475,2.0686069521684622,0.0640825652834307,2.0634543429256128e-10
22,127.2,108.66666666666669,2.1754304472829142,0.2282317488837855,2.0508800530027713,0.12455039428014292,2.5896354532806094e-10
23,127.3,110.33333333333331,2.208763501480305,0.2329220644618771,2.03338074478455,0.17538275669575487,3.2460132592674535e-10
24,127.4,107.26666666666664,2.147366066432088,0.160316294254955,2.0161054293639977,0.13126063706809044,4.0637767006517796e-10
25,127.5,106.86666666666665,2.139379967407018,0.2453641272477707,1.9990505725790757,0.14032939482794227,5.081328492636714e-10
26,127.6,105.13333333333335,2.104672469297076,0.2454311431503966,1.9822127031012209,0.1224597661958553,6.345890828433956e-10
27,127.7,111.0,2.222101884845231,0.2062216571487004,1.9655884112975561,0.25651347354767506,7.915453653618995e-10
28,127.8,107.0,2.142034620556662,0.1532266466650939,1.9491743481096757,0.19286027244698611,9.861135205635244e-10
29,127.9,109.66666666666669,2.1954269491199736,0.2118433291341478,1.9329672239490634,0.2624597251709102,1.2270037941096059e-09
30,128.0,110.40000000000002,2.210066365149348,0.2196774660557691,1.9169638076092723,0.29310255754007564,1.5248698831117906e-09
31,128.1,103.26666666666664,2.067362921299918,0.2083418267618141,1.9011609251948132,0.16620199610510467,1.892725169732966e-09
32,128.2,105.0,2.101996155922242,0.1380475434366841,1.8855554590668244,0.21644069685541756,2.3464441256525914e-09
33,128.3,101.66666666666666,2.035256060361608,0.2615533199187789,1.8701443468054741,0.16511171355613397,2.9053654378142123e-09
34,128.4,104.4,2.089986808556961,0.206931341904093,1.8549245801890897,0.23506222836787138,3.5930164352458703e-09
35,128.5,101.8,2.03799513159235,0.2363060288455623,1.8398932041898972,0.1981019274024527,4.4379819424144186e-09
36,128.6,99.73333333333332,1.996560577929672,0.2147051807863468,1.8250473159863991,0.17151326194327288,5.474944827014711e-09
37,128.7,94.4,1.8898108722153812,0.2227298228218637,1.8103840639922204,0.07942680822316084,6.745930340947229e-09
38,128.8,96.26666666666668,1.927153802451287,0.1796196309175332,1.7959006469013628,0.13125315554992434,8.301791976521895e-09
39,128.9,94.06666666666666,1.883184801604959,0.2155275238916291,1.781594312749768,0.10159048885519106,1.0203983093493195e-08
40,129.0,92.06666666666668,1.843138093157637,0.2417507574071198,1.7674623579930013,0.07567573516463577,1.2526666149524825e-08
41,129.1,100.33333333333334,2.008623887388815,0.2191133405751289,1.753502126600011,0.2551217607888039,1.535922013708072e-08
42,129.2,92.4,1.849726158467868,0.2727816761240617,1.7397110091627472,0.11001514930512069,1.8809216962165023e-08
43,129.3,97.2,1.94584716986345,0.1864254664945362,1.7260864420215163,0.2197607278419338,2.3005949183647478e-08
44,129.4,94.66666666666666,1.895147416258493,0.2423029179122945,1.7126259064059262,0.18252150985256677,2.810460497720869e-08
45,129.5,92.33333333333331,1.848409990145481,0.1919642082380983,1.6993269275911884,0.1490830625542925,3.429120163043416e-08
