,L,cps,cps_per_nA,cps_per_nA_stdev,baseline,cps_per_nA_corrected,fit
121,137.1,11.666666666666666,1.1670335848675075,1.2033633220674331,1.0973196354955652,0.06971394937194231,0.014000441688264045
122,137.2,11.888888888888888,1.1891868463517703,0.7108690538454027,1.0920615671746603,0.09712527917711,0.014998090000674206
123,137.3,10.888888888888888,1.0891946309156817,0.966146123673472,1.0868507669929288,0.0023438639227528757,0.01605720129435912
124,137.4,9.777777777777777,0.9780534936676664,0.7147972300458735,1.0816866701236902,-0.10363317645602388,0.01718103566065702
125,137.5,12.000000000000002,1.2002368233427567,1.2461984138872162,1.0765687201511471,0.12366810319160959,0.018373071815451406
126,137.6,11.666666666666666,1.166920159007854,1.2210761940936483,1.07149636892055,0.09542379008730406,0.01963704920436254
127,137.7,11.55555555555556,1.1557768117768363,1.053317188073156,1.0664690763914648,0.08930773538537151,0.020977021263383112
128,137.8,11.11111111111111,1.1114001727862477,0.9001956061945956,1.0614863104940673,0.04991386229218042,0.022397422080255473
129,137.9,10.555555555555555,1.0557945804233215,0.8547136926656856,1.0565475469884078,-0.0007529665650862771,0.02390314891001757
130,138.0,10.444444444444445,1.044713488327726,0.9301197142309848,1.05165226932655,-0.006938780998823946,0.025499663145612934
131,138.1,10.444444444444446,1.0447046001138949,0.8810401149108863,1.0467999685175493,-0.0020953684036544296,0.027193112398005904
132,138.2,12.11111111111111,1.211389041658947,1.0364731576559694,1.0419901429951781,0.1693988986637689,0.028990476260766167
133,138.3,11.444444444444445,1.144724627252767,0.7898695370153715,1.0372222984883486,0.10750232876441834,0.030899738077381927
134,138.4,9.888888888888888,0.9891134672041608,0.7552965708558648,1.0324959478941675,-0.04338248069000672,0.032930084548222945
135,138.5,10.11111111111111,1.0114024121461025,0.7455543856950796,1.0278106111535514,-0.016408199007448943,0.03509213426007526
136,138.6,9.77777777777778,0.9780223663236808,0.7934026528361442,1.0231658151293639,-0.045143448805683106,0.03739819514954591
137,138.7,10.444444444444445,1.0447235084642983,0.8640977367820569,1.0185610934869986,0.026162414977299653,0.03986254948545403
138,138.8,9.666666666666668,0.966869010755027,0.7545577116163871,1.0139959865773585,-0.047126975822331496,0.042501763151223504
139,138.9,10.555555555555554,1.0557712432084807,0.819271289702176,1.009470041322185,0.046301201886295607,0.045335013823330814
140,139.0,10.777777777777777,1.0780245883212312,0.91989375422914,1.0049828111016608,0.07304177721957039,0.04838443010043004
141,139.1,10.333333333333336,1.0336357517041015,0.7645951248562065,1.000533855644261,0.033101896059840596,0.05167543079854576
142,139.2,10.444444444444445,1.0446467838594649,0.8288623433145995,0.9961227409187864,0.04852404294067847,0.055237050590096926
143,139.3,9.22222222222222,0.9224512521002344,0.6896782817675022,0.9917490390285282,-0.0692977869282938,0.05910223507295681
144,139.4,10.222222222222223,1.0224101003986592,0.8117184498285218,0.9874123281075334,0.03499777229112577,0.06330808540227809
145,139.5,11.666666666666666,1.166889014974711,0.8661298782711595,0.9831121922188896,0.18377682275582152,0.06789603004051382
146,139.6,10.444444444444445,1.0446634731107547,0.6925585419402062,0.9788482212550284,0.06581525185572634,0.07291189925837681
147,139.7,10.666666666666666,1.0669323746573527,0.7623384282982093,0.9746200108399627,0.09231236381738994,0.0784058770597491
148,139.8,11.111111111111112,1.1113957376963888,0.7372283282245755,0.9704271622334395,0.14096857546294927,0.08443230552823541
149,139.9,9.555555555555555,0.9557512363156548,0.7031532360661386,0.9662692822369569,-0.01051804592130201,0.091049318515323
150,140.0,10.444444444444445,1.044575628943314,0.8891926001950482,0.9621459831015985,0.08242964584171542,0.098318285387721
151,140.1,13.111111111111112,1.3114735443698948,1.2825888557625242,0.9580568824376566,0.3534166619322382,0.10630305143581666
152,140.2,10.55555555555556,1.0557756816437596,0.8192474408312194,0.9540016031259994,0.10177407851776021,0.11506896962902734
153,140.3,12.222222222222223,1.2225123851062445,0.8362150164302838,0.9499797732311378,0.2725326118751067,0.12468172866789173
154,140.4,9.0,0.9002379270012949,0.8331514836684077,0.9459910259159717,-0.045753098914676826,0.1352059945473967
155,140.5,11.222222222222223,1.1224267749564472,0.9926060578451,0.9420349993581506,0.18039177559829656,0.14670389674843223
156,140.6,11.22222222222222,1.1225035144748703,0.9853387080298576,0.9381113366680465,0.18439217780682382,0.15923340515587425
157,140.7,10.44444444444444,1.0446434388429449,0.7829434930701733,0.9342196858082787,0.11042375303466612,0.17284665911033392
158,140.8,10.11111111111111,1.0113412615571695,0.6611257639533379,0.9303596995147698,0.0809815620423997,0.18758832470593823
159,140.9,12.11111111111111,1.211404623241684,0.8986585231768363,0.926531035219296,0.28487358802238794,0.2034940694766279
160,141.0,9.22222222222222,0.9223789761705912,0.8441508553397509,0.922733354973496,-0.00035437880290478674,0.2205892538067038
161,141.1,12.222222222222223,1.222491269666798,0.8622530475769968,0.9189663253743128,0.3035249442924852,0.23888794457566803
162,141.2,13.55555555555556,1.3558879851569234,0.9962478507911542,0.9152296174908389,0.44065836766608457,0.258392357584903
163,141.3,12.444444444444446,1.244683471761996,0.9146725268505812,0.9115229067925237,0.3331605649694722,0.2790928302510244
164,141.4,11.333333333333334,1.1335745739675516,0.87200779686347,0.9078458730787321,0.22572870088881947,0.3009684141756924
165,141.5,12.333333333333332,1.2336023792224229,0.6974349134110767,0.9041982004096039,0.329404178812819,0.32398815814231535
166,141.6,11.88888888888889,1.1891245872163538,0.8786191071825968,0.9005795770382042,0.2885450101781496,0.3481131258913378
167,141.7,15.000000000000002,1.5002823983576967,1.0724680724891142,0.8969896953439325,0.6032927030137643,0.37329916020695375
168,141.8,13.333333333333334,1.3336068499237734,1.6285409777579525,0.8934282517671548,0.44017859815661864,0.39950036642760356
169,141.9,11.444444444444445,1.1447223809941436,0.761182042764748,0.8898949467450534,0.25482743424909016,0.42667324598414885
170,142.0,12.88888888888889,1.2891223549812294,0.8596285585237071,0.886389484648638,0.4027328703325914,0.4547813659366094
171,142.1,15.333333333333332,1.533633501886789,1.0563748534561632,0.8829115737209287,0.6507219281658604,0.48380040605398916
172,142.2,13.333333333333334,1.3336001527722832,0.8256195416998935,0.8794609260162582,0.4541392267560249,0.5137233833464369
173,142.3,12.777777777777777,1.2780879713667088,0.7532970757651498,0.8760372573406875,0.4020507140260213,0.5445658178032436
174,142.4,13.444444444444445,1.3448091179531074,1.125761543072805,0.8726402871935036,0.4721688307596038,0.5763705750438982
175,142.5,15.77777777777778,1.5781602330661306,1.211141481294265,0.869269738709775,0.7088904943563556,0.6092121040470853
176,142.6,16.88888888888889,1.6893569572139198,1.000127274538853,0.8659253386039519,0.8234316186099678,0.643199783071734
177,142.7,13.88888888888889,1.3891801532069563,0.8371494722902673,0.8626068171144836,0.5265733360924727,0.6784800957537853
178,142.8,15.333333333333332,1.533671311027306,1.249133112824852,0.8593139079494284,0.6743574030778775,0.7152373828927505
179,142.9,14.222222222222223,1.422532408463334,0.9066722011591504,0.8560463482330498,0.5664860602302841,0.7536929536036278
