,Sample,peak_pos,peak_pos_mc_mean,peak_pos_mc_stdev
0,BN,146.2200000000134,146.22760000001344,0.017726815844939493
1,GaN,145.94000000001327,145.93520000001325,0.006400000000009669
2,AlN,146.14000000001337,146.13620000001336,0.00977547952789098
3,Si3N4,146.1900000000134,146.1866000000134,0.005141984052882914
4,GlassA870,145.52000000001306,145.50680000001307,0.021673947494640116
5,Buddingtonite,145.88000000001324,145.88720000001325,0.024334337878818557
