,L,counts,cps,cps_per_nA,baseline,cps_per_nA_corrected,fit
0,125.0,97.0,161.66666666666669,1.6150516150516152,1.8595606946244883,-0.24450907957287304,0.0003233422059158911
1,125.02,102.0,170.0,1.698301698301698,1.8590440588936512,-0.16074236059195313,0.00032923109595648216
2,125.04,119.0,198.33333333333331,1.981351981351981,1.8585274231628137,0.12282455818916738,0.0003352215659405163
3,125.06,118.0,196.66666666666669,1.9647019647019648,1.8580107874319762,0.10669117726998856,0.0003413152595949416
4,125.08,127.0,211.66666666666669,2.1145521145521147,1.8574941517011392,0.2570579628509755,0.00034751384525366494
5,125.1,122.0,203.33333333333331,2.031302031302032,1.8569775159703021,0.17432451533172966,0.00035381901619090935
6,125.12,106.0,176.66666666666669,1.7649017649017649,1.8564608802394642,-0.09155911533769934,0.00036023249095852176
7,125.14,103.0,171.66666666666669,1.714951714951715,1.8559442445086272,-0.1409925295569121,0.00036675601372722436
8,125.16,101.0,168.33333333333334,1.6816516816516816,1.8554276087777901,-0.17377592712610856,0.0003733913546319094
9,125.18,114.0,190.0,1.898101898101898,1.8549109730469526,0.04319092505494537,0.00038014031012093707
10,125.2,107.0,178.33333333333334,1.7815517815517814,1.8543943373161151,-0.07284255576433374,0.000387004703309501
11,125.22,118.0,196.66666666666669,1.9647019647019648,1.853877701585278,0.1108242631166867,0.0003939863843371605
12,125.24,130.0,216.66666666666669,2.1645021645021645,1.8533610658544406,0.3111410986477239,0.0004010872307294691
13,125.26,109.0,181.66666666666669,1.814851814851815,1.8528444301236031,-0.03799261527178821,0.00040830914776382633
14,125.28,118.0,196.66666666666669,1.9647019647019648,1.852327794392766,0.11237417030919872,0.0004156540688395251
15,125.3,116.0,193.33333333333331,1.9314019314019315,1.851811158661929,0.07959077274000248,0.0004231239558521162
16,125.32,136.0,226.66666666666669,2.264402264402265,1.8512945229310915,0.41310774147117346,0.00043072079957202995
17,125.34,102.0,170.0,1.698301698301698,1.850777887200254,-0.15247618889855596,0.00043844662002756504
18,125.36,128.0,213.33333333333331,2.131202131202131,1.850261251469417,0.280940879732714,0.0004463034668922333
19,125.38,98.0,163.33333333333334,1.6317016317016315,1.8497446157385795,-0.218042984036948,0.00045429341987657934
20,125.4,112.0,186.66666666666669,1.864801864801865,1.849227980007742,0.015573884794122916,0.00046241858912440944
21,125.42,112.0,186.66666666666669,1.864801864801865,1.848711344276905,0.01609052052495996,0.00047068111561351694
22,125.44,128.0,213.33333333333331,2.131202131202131,1.8481947085460675,0.2830074226560635,0.00047908317156100617
23,125.46,125.0,208.33333333333331,2.081252081252081,1.8476780728152304,0.23357400843685072,0.00048762696083312987
24,125.48,119.0,198.33333333333331,1.981351981351981,1.847161437084393,0.13419054426758814,0.0004963147193597836
25,125.5,88.0,146.66666666666669,1.465201465201465,1.846644801353556,-0.3814433361520908,0.0005051487155536247
26,125.52,115.0,191.66666666666669,1.9147519147519148,1.8461281656227184,0.06862374912919633,0.0005141312507339444
27,125.54,108.0,180.0,1.7982017982017982,1.845611529891881,-0.04740973169008278,0.0005232646595552303
28,125.56,101.0,168.33333333333334,1.6816516816516816,1.8450948941610439,-0.16344321250936233,0.0005325513104405073
29,125.58,114.0,190.0,1.898101898101898,1.8445782584302064,0.0535236396716916,0.0005419936060195534
30,125.6,99.0,165.0,1.6483516483516485,1.8440616226993694,-0.19570997434772086,0.0005515939835719091
31,125.62,141.0,235.0,2.3476523476523474,1.8435449869685319,0.5041073606838156,0.0005613549154748394
32,125.64,111.0,185.0,1.848151848151848,1.8430283512376948,0.005123496914153147,0.000571278909656184
33,125.66,105.0,175.0,1.748251748251748,1.8425117155068573,-0.09425996725510943,0.0005813685100522724
34,125.68,102.0,170.0,1.698301698301698,1.8419950797760198,-0.14369338147432176,0.0005916262970707914
35,125.7,127.0,211.66666666666669,2.1145521145521147,1.8414784440451828,0.2730736705069319,0.0006020548880587264
36,125.72,116.0,193.33333333333331,1.9314019314019315,1.8409618083143453,0.0904401230875862,0.0006126569377754715
37,125.74,121.0,201.66666666666669,2.0146520146520146,1.8404451725835083,0.17420684206850634,0.0006234351388710226
38,125.76,139.0,231.66666666666669,2.3143523143523144,1.8399285368526708,0.4744237774996436,0.0006343922223694011
39,125.78,100.0,166.66666666666669,1.665001665001665,1.8394119011218333,-0.17441023612016826,0.0006455309581572612
40,125.8,116.0,193.33333333333331,1.9314019314019315,1.8388952653909962,0.09250666601093527,0.0006568541554778693
41,125.82,116.0,193.33333333333331,1.9314019314019315,1.8383786296601592,0.09302330174177231,0.0006683646634302946
42,125.84,123.0,205.0,2.047952047952048,1.8378619939293217,0.2100900540227264,0.0006800653714740388
43,125.86,110.0,183.33333333333331,1.8315018315018317,1.8373453581984842,-0.005843526696652557,0.0006919592099389918
44,125.88,110.0,183.33333333333331,1.8315018315018317,1.8368287224676472,-0.005326890965815512,0.000704049150540931
45,125.9,112.0,186.66666666666669,1.864801864801865,1.8363120867368097,0.02848977806505526,0.0007163382069024335
46,125.92,113.0,188.33333333333331,1.8814518814518812,1.8357954510059722,0.04565643044590906,0.0007288294350793045
47,125.94,110.0,183.33333333333331,1.8315018315018317,1.8352788152751351,-0.0037769837733034883,0.0007415259340926748
48,125.96,120.0,200.0,1.9980019980019976,1.834762179544298,0.16323981845769953,0.0007544308464666075
49,125.98,105.0,175.0,1.748251748251748,1.8342455438134602,-0.08599379556171227,0.0007675473587714344
50,126.0,104.0,173.33333333333334,1.7316017316017316,1.8337289080826231,-0.10212717648089153,0.0007808787021727292
