Time	Counting_Sp1(c/s)	Counting_Sp4(c/s)
14/04/2018 00:23:08	2387.00	42.00
14/04/2018 00:23:10	2419.00	35.00
14/04/2018 00:23:12	2453.00	43.00
14/04/2018 00:23:13	2348.00	30.00
14/04/2018 00:23:16	2242.00	44.00
14/04/2018 00:23:18	2226.00	35.00
14/04/2018 00:23:19	2128.00	33.00
14/04/2018 00:23:21	2081.00	38.00
14/04/2018 00:23:24	2123.00	37.00
14/04/2018 00:23:25	2114.00	40.00
14/04/2018 00:23:27	2007.00	34.00
14/04/2018 00:23:29	1994.00	34.00
14/04/2018 00:23:31	1980.00	34.00
14/04/2018 00:23:33	1950.00	33.00
14/04/2018 00:23:34	1937.00	40.00
14/04/2018 00:23:36	2008.00	31.00
14/04/2018 00:23:38	1888.00	32.00
14/04/2018 00:23:40	1900.00	40.00
14/04/2018 00:23:42	1911.00	40.00
14/04/2018 00:23:44	1888.00	33.00
14/04/2018 00:23:46	1836.00	31.00
14/04/2018 00:23:47	1825.00	27.00
14/04/2018 00:23:49	1919.00	30.00
14/04/2018 00:23:51	1844.00	30.00
14/04/2018 00:23:53	1770.00	33.00
14/04/2018 00:23:55	1769.00	37.00
14/04/2018 00:23:57	1725.00	47.00
14/04/2018 00:23:59	1883.00	36.00
14/04/2018 00:24:01	1766.00	32.00
14/04/2018 00:24:03	1727.00	35.00
14/04/2018 00:24:05	1755.00	28.00
14/04/2018 00:24:07	1689.00	37.00
14/04/2018 00:24:09	1657.00	35.00
14/04/2018 00:24:11	1720.00	23.00
14/04/2018 00:24:12	1738.00	31.00
14/04/2018 00:24:15	1687.00	39.00
14/04/2018 00:24:16	1679.00	35.00
14/04/2018 00:24:18	1662.00	27.00
14/04/2018 00:24:20	1652.00	27.00
14/04/2018 00:24:22	1729.00	34.00
14/04/2018 00:24:24	1618.00	43.00
14/04/2018 00:24:26	1565.00	34.00
14/04/2018 00:24:28	1599.00	35.00
14/04/2018 00:24:30	1630.00	38.00
14/04/2018 00:24:32	1572.00	36.00
14/04/2018 00:24:33	1642.00	28.00
14/04/2018 00:24:35	1627.00	30.00
14/04/2018 00:24:37	1629.00	48.00
14/04/2018 00:24:39	1564.00	25.00
14/04/2018 00:24:41	1623.00	38.00
14/04/2018 00:24:43	1668.00	39.00
14/04/2018 00:24:45	1615.00	38.00
14/04/2018 00:24:47	1498.00	40.00
14/04/2018 00:24:48	1561.00	34.00
14/04/2018 00:24:50	1518.00	38.00
14/04/2018 00:24:52	1490.00	38.00
14/04/2018 00:24:54	1499.00	41.00
14/04/2018 00:24:56	1528.00	26.00
14/04/2018 00:24:58	1462.00	34.00
14/04/2018 00:25:00	1471.00	32.00
14/04/2018 00:25:02	1504.00	23.00
14/04/2018 00:25:04	1468.00	43.00
14/04/2018 00:25:06	1389.00	46.00
14/04/2018 00:25:08	1403.00	33.00
14/04/2018 00:25:09	1512.00	35.00
14/04/2018 00:25:11	1386.00	32.00
14/04/2018 00:25:14	1417.00	38.00
14/04/2018 00:25:15	1381.00	30.00
14/04/2018 00:25:17	1406.00	43.00
14/04/2018 00:25:19	1435.00	32.00
14/04/2018 00:25:21	1450.00	32.00
14/04/2018 00:25:23	1355.00	29.00
14/04/2018 00:25:25	1429.00	41.00
14/04/2018 00:25:27	1355.00	28.00
14/04/2018 00:25:28	1386.00	31.00
14/04/2018 00:25:30	1385.00	48.00
14/04/2018 00:25:33	1388.00	24.00
14/04/2018 00:25:35	1295.00	40.00
14/04/2018 00:25:36	1329.00	26.00
14/04/2018 00:25:38	1256.00	39.00
14/04/2018 00:25:40	1281.00	28.00
14/04/2018 00:25:42	1333.00	31.00
14/04/2018 00:25:44	1256.00	22.00
14/04/2018 00:25:46	1249.00	37.00
14/04/2018 00:25:48	1324.00	38.00
14/04/2018 00:25:49	1316.00	37.00
14/04/2018 00:25:51	1237.00	31.00
14/04/2018 00:25:53	1291.00	30.00
14/04/2018 00:25:55	1282.00	33.00
14/04/2018 00:25:57	1296.00	45.00
14/04/2018 00:25:59	1273.00	32.00
14/04/2018 00:26:01	1297.00	28.00
14/04/2018 00:26:03	1203.00	30.00
14/04/2018 00:26:05	1183.00	37.00
14/04/2018 00:26:07	1230.00	31.00
14/04/2018 00:26:09	1175.00	28.00
14/04/2018 00:26:11	1205.00	31.00
