,L,cps,cps_per_nA,cps_per_nA_stdev
0,125.0,24.77777777777778,2.4783648118369994,1.3834105439572615
1,125.1,25.11111111111111,2.511737055955895,1.2318971083937307
2,125.2,23.0,2.3004702929992,1.1765335669367916
3,125.3,21.88888888888889,2.1894236801537246,1.3005387172993572
4,125.4,26.111111111111107,2.611666954619987,1.351747757604973
5,125.5,21.555555555555557,2.156080323349554,1.118346232359368
6,125.6,24.33333333333333,2.433912579480085,1.5439835876191685
7,125.7,20.111111111111107,2.0115836027400866,1.11911219063198
8,125.8,22.22222222222222,2.22277587221169,0.9942452966694005
9,125.9,24.333333333333332,2.4338925565735825,1.332664165094939
10,126.0,22.444444444444446,2.2450582072452145,1.3058901599506514
11,126.1,19.333333333333336,1.933733561488519,0.9562056736907193
12,126.2,21.66666666666667,2.1671547216386124,1.2570858549344528
13,126.3,20.22222222222222,2.0226602586286373,1.3662948008567246
14,126.4,22.666666666666664,2.267200339592087,1.181527404424326
15,126.5,20.111111111111107,2.011548019384781,1.04363356930125
16,126.6,21.11111111111111,2.1115869613335234,0.9443555185787217
17,126.7,20.666666666666668,2.0672081228161203,1.203461806205878
18,126.8,20.222222222222225,2.022624673714905,1.1416783272139661
19,126.9,21.777777777777782,2.178255845322528,1.160314357293314
20,127.0,18.777777777777782,1.8782035834006876,1.0221062142552937
21,127.1,20.000000000000004,2.000444701736613,0.9890395203875179
22,127.2,18.11111111111111,1.8115847186370657,1.026538092153995
23,127.3,20.666666666666668,2.0671591754170926,1.1401847369262788
24,127.4,18.555555555555554,1.8559291052614952,1.2713980527876716
25,127.5,19.444444444444446,1.9448424434804885,1.0421621432075505
26,127.6,19.444444444444446,1.944888035615668,1.7737162580898196
27,127.7,20.77777777777778,2.0783180968889083,1.1165559887786705
28,127.8,19.777777777777782,1.978164649690591,1.217079966569248
29,127.9,17.222222222222225,1.722654710087846,0.9913517746058799
30,128.0,20.66666666666667,2.0671802990921084,0.9563606659322633
31,128.1,19.555555555555557,1.955972467839637,1.2761669749445002
32,128.2,20.0,2.000502520652698,1.259445374135049
33,128.3,21.333333333333332,2.1338291960117335,1.1665153023050958
34,128.4,19.66666666666667,1.9671080260522869,1.1186820505053416
35,128.5,18.555555555555554,1.8559846866068568,1.026418875459038
36,128.6,19.444444444444446,1.9449124954163246,0.9374165708311601
37,128.7,19.88888888888889,1.989352499644774,1.226544869481012
38,128.8,19.22222222222222,1.9227047526765277,1.1997235933418289
39,128.9,18.44444444444444,1.8448346678209542,1.0065156729269005
40,129.0,18.88888888888889,1.8894047613453302,1.3122900150790602
41,129.1,19.555555555555554,1.9559435562645744,1.6639009015466508
42,129.2,17.555555555555557,1.7559502338375528,0.9887449323840581
43,129.3,18.666666666666668,1.8671547263086805,0.9800893985720145
44,129.4,18.11111111111111,1.8115424781791842,1.162009254637118
45,129.5,17.11111111111111,1.7114502138292593,1.0707458116342516
46,129.6,16.11111111111111,1.6114535196772013,1.005997229234983
47,129.7,17.11111111111111,1.7115536122108683,1.0778165855421393
48,129.8,16.77777777777778,1.678216937638188,1.0649585784348918
49,129.9,18.444444444444446,1.8448647001870198,0.9767226378360433
50,130.0,19.000000000000004,1.9004558286418287,1.0945969162819218
51,130.1,17.77777777777778,1.7781980406470872,1.0519774483599962
52,130.2,16.77777777777778,1.6781958275412203,0.8987472054907725
53,130.3,15.222222222222221,1.5225857727129184,1.0045845813806868
54,130.4,15.88888888888889,1.5893091497520566,0.967167983108744
55,130.5,16.88888888888889,1.6892602105904042,1.2140368856395611
56,130.6,15.888888888888888,1.5892668912667414,0.9119396738926421
57,130.7,14.555555555555555,1.4558279337719353,1.057694927227885
58,130.8,15.333333333333336,1.533653515898869,1.0633210494467624
59,130.9,15.555555555555554,1.5558990844613925,1.0233792959991255
60,131.0,15.11111111111111,1.5114868921631552,0.9955061246783666
61,131.1,15.666666666666666,1.566966864601315,0.9415368119754814
62,131.2,13.666666666666666,1.3669679655815006,0.938433477936741
63,131.3,14.777777777777777,1.4780901784540128,0.9278402138884545
64,131.4,15.333333333333336,1.5337491450818763,1.1505686006469984
65,131.5,15.000000000000002,1.5003302116097559,0.9400087510745604
66,131.6,14.88888888888889,1.4892813794394726,1.0358737633393154
67,131.7,12.333333333333336,1.233591244304124,0.9876954090936667
68,131.8,15.555555555555555,1.5559235438123937,1.086727885418328
69,131.9,15.11111111111111,1.5114668561235824,1.5101679282310236
70,132.0,15.666666666666666,1.5670146478095914,1.5096978883288579
71,132.1,14.555555555555555,1.4558779730303606,0.8820446208597134
72,132.2,13.999999999999998,1.4003112850077597,1.0936058317458757
73,132.3,12.333333333333334,1.2335534587512642,0.9800406542101681
74,132.4,12.333333333333336,1.233635731677206,0.9725956670211258
75,132.5,13.88888888888889,1.3891912983614263,1.0771528785635562
76,132.6,14.333333333333334,1.433651299022173,0.9572409737055783
77,132.7,12.77777777777778,1.2780212393065862,0.9451945151176192
78,132.8,13.444444444444446,1.3447557298965145,1.0293660643992544
79,132.9,15.555555555555555,1.5559702794434267,0.8581582797525646
80,133.0,11.555555555555555,1.1558479517890177,0.8683284620550278
81,133.1,16.11111111111111,1.6114123917824343,1.3839860969199629
82,133.2,13.444444444444445,1.344747941548886,0.8987740289150354
83,133.3,12.333333333333334,1.2336179385512362,0.9096916409487008
84,133.4,14.77777777777778,1.4780601498705306,0.8869538288722825
85,133.5,14.666666666666666,1.4669679322059221,0.9800007993817679
86,133.6,11.666666666666666,1.1669357087737078,1.0725855154207071
87,133.7,12.555555555555552,1.2558112592175545,0.8529753625678524
