,mean,se,stdev,time,Time
0,26.5,1.4999999999999998,1.5,0.0,0.0
1,24.5,0.5,0.5,1.93,1.93
2,20.0,2.9999999999999996,3.0,3.86,3.86
3,20.5,6.499999999999999,6.5,5.79,5.79
4,19.5,1.4999999999999998,1.5,7.72,7.72
5,24.0,1.0,1.0,9.65,9.65
6,29.0,2.0,2.0,11.58,11.58
7,22.0,6.999999999999999,7.0,13.51,13.51
8,25.0,2.0,2.0,15.44,15.44
9,26.5,4.5,4.5,17.37,17.37
10,19.5,1.4999999999999998,1.5,19.3,19.3
11,18.5,4.5,4.5,21.23,21.23
12,23.0,5.0,5.0,23.16,23.16
13,23.0,2.0,2.0,25.09,25.09
14,23.0,5.999999999999999,6.0,27.02,27.02
15,22.0,0.0,0.0,28.95,28.95
16,24.5,2.5,2.5,30.88,30.88
17,19.5,7.5,7.5,32.81,32.81
18,28.5,0.5,0.5,34.74,34.74
19,26.0,2.9999999999999996,3.0,36.67,36.67
20,18.5,3.4999999999999996,3.5,38.6,38.6
21,22.0,2.9999999999999996,3.0,40.53,40.53
22,23.0,2.9999999999999996,3.0,42.46,42.46
23,21.5,5.499999999999999,5.5,44.39,44.39
24,19.5,2.5,2.5,46.32,46.32
25,16.5,0.5,0.5,48.25,48.25
26,21.5,3.4999999999999996,3.5,50.18,50.18
27,15.0,2.0,2.0,52.11,52.11
28,18.0,2.0,2.0,54.04,54.04
29,21.0,2.0,2.0,55.97,55.97
30,12.0,1.0,1.0,57.9,57.9
31,21.5,0.5,0.5,59.83,59.83
32,15.0,4.0,4.0,61.76,61.76
33,18.0,1.0,1.0,63.69,63.69
34,8.5,1.4999999999999998,1.5,65.62,65.62
35,15.0,0.0,0.0,67.55,67.55
36,16.5,2.5,2.5,69.48,69.48
37,14.5,1.4999999999999998,1.5,71.41,71.41
38,13.0,4.0,4.0,73.34,73.34
39,11.5,1.4999999999999998,1.5,75.27,75.27
40,15.5,1.4999999999999998,1.5,77.2,77.2
41,15.0,5.0,5.0,79.13,79.13
42,12.0,0.0,0.0,81.06,81.06
43,14.0,0.0,0.0,82.99,82.99
44,12.5,1.4999999999999998,1.5,84.92,84.92
45,13.0,4.0,4.0,86.85,86.85
46,13.5,3.4999999999999996,3.5,88.78,88.78
47,17.0,5.999999999999999,6.0,90.71,90.71
48,15.0,5.0,5.0,92.64,92.64
49,17.5,0.5,0.5,94.57,94.57
50,8.5,0.5,0.5,96.5,96.5
51,14.0,2.9999999999999996,3.0,98.42999999999999,98.42999999999999
52,15.0,2.9999999999999996,3.0,100.36,100.36
53,14.5,4.5,4.5,102.28999999999999,102.28999999999999
54,10.0,1.0,1.0,104.22,104.22
55,12.0,2.9999999999999996,3.0,106.14999999999999,106.14999999999999
56,14.5,0.5,0.5,108.08,108.08
57,13.5,0.5,0.5,110.00999999999999,110.00999999999999
58,12.0,1.0,1.0,111.94,111.94
59,9.5,0.5,0.5,113.86999999999999,113.86999999999999
60,10.5,2.5,2.5,115.8,115.8
61,8.0,1.0,1.0,117.72999999999999,117.72999999999999
62,11.0,2.0,2.0,119.66,119.66
63,10.5,2.5,2.5,121.58999999999999,121.58999999999999
64,13.5,3.4999999999999996,3.5,123.52,123.52
65,16.0,2.0,2.0,125.45,125.45
66,10.0,1.0,1.0,127.38,127.38
67,12.5,2.5,2.5,129.31,129.31
68,11.5,1.4999999999999998,1.5,131.24,131.24
69,10.5,3.4999999999999996,3.5,133.17,133.17
70,12.0,2.0,2.0,135.1,135.1
71,13.0,1.0,1.0,137.03,137.03
72,14.5,0.5,0.5,138.96,138.96
73,13.5,1.4999999999999998,1.5,140.89,140.89
74,11.0,0.0,0.0,142.82,142.82
75,13.0,2.9999999999999996,3.0,144.75,144.75
76,9.0,1.0,1.0,146.68,146.68
77,8.5,1.4999999999999998,1.5,148.60999999999999,148.60999999999999
78,12.0,2.9999999999999996,3.0,150.54,150.54
79,14.5,1.4999999999999998,1.5,152.47,152.47
80,12.0,1.0,1.0,154.4,154.4
81,10.0,0.0,0.0,156.32999999999998,156.32999999999998
82,11.5,4.5,4.5,158.26,158.26
83,13.0,1.0,1.0,160.19,160.19
84,10.5,0.5,0.5,162.12,162.12
85,9.5,0.5,0.5,164.04999999999998,164.04999999999998
86,12.5,0.5,0.5,165.98,165.98
87,6.0,1.0,1.0,167.91,167.91
88,8.5,1.4999999999999998,1.5,169.84,169.84
89,14.5,1.4999999999999998,1.5,171.76999999999998,171.76999999999998
