,mean,se,stdev,time,Time
0,9.11111111111111,1.3379549531991437,3.784308081316978,0.0,0.0
1,7.888888888888889,0.8240220541217403,2.3306863292670035,1.93,1.93
2,9.777777777777779,1.1520245196293177,3.258417399692262,3.86,3.86
3,9.666666666666666,1.0137937550497031,2.8674417556808756,5.79,5.79
4,8.11111111111111,0.888888888888889,2.5141574442188355,7.72,7.72
5,10.88888888888889,1.2184284555256284,3.4462360931712936,9.65,9.65
6,9.11111111111111,0.8069910581296639,2.282515398241571,11.58,11.58
7,7.777777777777778,0.8624541497922236,2.4393887111222385,13.51,13.51
8,9.0,1.1902380714238083,3.366501646120693,15.44,15.44
9,10.555555555555555,1.1194134266449935,3.1661792997277796,17.37,17.37
10,8.11111111111111,1.540602735984672,4.3574825669172395,19.3,19.3
11,8.666666666666666,0.7993052538854534,2.260776661041756,21.23,21.23
12,8.777777777777779,0.8127077132404329,2.298684540619689,23.16,23.16
13,7.777777777777778,0.8940820521906155,2.528845928164676,25.09,25.09
14,9.333333333333334,1.0801234497346435,3.0550504633038935,27.02,27.02
15,9.11111111111111,0.888888888888889,2.5141574442188355,28.95,28.95
16,7.333333333333333,0.7637626158259733,2.160246899469287,30.88,30.88
17,9.0,0.7993052538854531,2.260776661041756,32.81,32.81
18,8.555555555555555,1.1679886689793688,3.303570832737446,34.74,34.74
19,9.222222222222221,0.9094836413191612,2.57240820062005,36.67,36.67
20,8.0,0.8660254037844387,2.449489742783178,38.6,38.6
21,8.555555555555555,0.7657804862272345,2.1659542988464366,40.53,40.53
22,8.333333333333334,1.4240006242195884,4.0276819911981905,42.46,42.46
23,9.0,1.118033988749895,3.1622776601683795,44.39,44.39
24,6.777777777777778,0.7412035591181296,2.096440251568134,46.32,46.32
25,8.11111111111111,1.072955995323776,3.0347778408328137,48.25,48.25
26,9.222222222222221,0.6406979219261554,1.8121673811444545,50.18,50.18
27,8.555555555555555,1.0423146132940955,2.9481109247603556,52.11,52.11
28,6.888888888888889,0.7718024438583225,2.1829869671542776,54.04,54.04
29,8.333333333333334,0.8660254037844385,2.449489742783178,55.97,55.97
30,9.0,0.9128709291752769,2.581988897471611,57.9,57.9
31,7.777777777777778,0.6186404847588913,1.7497795275581802,59.83,59.83
32,7.777777777777778,0.6186404847588913,1.7497795275581804,61.76,61.76
33,8.666666666666666,1.4043582955293932,3.972125095937662,63.69,63.69
34,9.0,1.0671873729054748,3.018461712712472,65.62,65.62
35,9.666666666666666,0.9718253158075502,2.748737083745107,67.55,67.55
36,8.333333333333334,0.9128709291752769,2.5819888974716116,69.48,69.48
37,9.0,0.9128709291752769,2.581988897471611,71.41,71.41
38,5.888888888888889,0.7895928001973277,2.23330569358242,73.34,73.34
39,8.11111111111111,1.1600340565456166,3.281071791162978,75.27,75.27
40,8.333333333333334,1.0540925533894598,2.9814239699997196,77.2,77.2
41,7.0,0.9128709291752769,2.581988897471611,79.13,79.13
42,6.111111111111111,0.611111111111111,1.7284832429004493,81.06,81.06
43,8.666666666666666,0.7453559924999299,2.1081851067789197,82.99,82.99
44,8.222222222222221,1.1027462911821782,3.119037521692933,84.92,84.92
45,8.777777777777779,1.4412357523414274,4.076430295076476,86.85,86.85
46,9.11111111111111,1.3788526273323172,3.8999841721742765,88.78,88.78
47,8.555555555555555,0.8836652066992704,2.4993826398226653,90.71,90.71
48,8.333333333333334,1.1055415967851332,3.1269438398822866,92.64,92.64
49,8.666666666666666,1.1055415967851332,3.1269438398822866,94.57,94.57
50,8.0,0.9279607271383369,2.6246692913372702,96.5,96.5
51,7.333333333333333,0.6454972243679028,1.8257418583505538,98.42999999999999,98.42999999999999
52,8.0,0.8164965809277259,2.309401076758503,100.36,100.36
53,8.444444444444445,1.0555555555555556,2.9855619650098673,102.28999999999999,102.28999999999999
54,7.555555555555555,0.7657804862272345,2.165954298846436,104.22,104.22
55,7.555555555555555,0.7837075544258824,2.2166597048066667,106.14999999999999,106.14999999999999
56,7.666666666666667,1.130388330520878,3.197221015541813,108.08,108.08
57,8.666666666666666,0.5270462766947298,1.4907119849998596,110.00999999999999,110.00999999999999
58,7.888888888888889,0.8407081083567531,2.3778816176702997,111.94,111.94
59,7.777777777777778,0.9541980020732038,2.698879511442471,113.86999999999999,113.86999999999999
60,9.222222222222221,1.102746291182178,3.1190375216929334,115.8,115.8
61,7.555555555555555,0.8516505398197718,2.4088314876309775,117.72999999999999,117.72999999999999
62,8.222222222222221,0.8784104611578831,2.4845199749997664,119.66,119.66
63,8.222222222222221,1.3721210039142742,3.8809442659051068,121.58999999999999,121.58999999999999
64,8.11111111111111,1.0599324460188284,2.997941680718231,123.52,123.52
65,7.555555555555555,0.7657804862272345,2.165954298846436,125.45,125.45
66,8.0,1.2909944487358056,3.6514837167011076,127.38,127.38
67,9.0,1.7950549357115013,5.0771820705759385,129.31,129.31
68,7.777777777777778,0.5211573066470477,1.4740554623801778,131.24,131.24
69,7.111111111111111,1.0198644305936566,2.8846122190549264,133.17,133.17
70,7.444444444444445,0.8351831321318283,2.3622546250521443,135.1,135.1
71,7.222222222222222,0.5957669608202004,1.6850834320114556,137.03,137.03
72,8.333333333333334,0.9574271077563381,2.70801280154532,138.96,138.96
73,8.666666666666666,0.8819171036881969,2.4944382578492945,140.89,140.89
74,8.555555555555555,1.0153148268053924,2.871743996293352,142.82,142.82
75,8.777777777777779,0.9969088024959089,2.8196838978776713,144.75,144.75
76,8.333333333333334,1.2247448713915892,3.4641016151377544,146.68,146.68
77,8.777777777777779,0.7777777777777777,2.199887763691481,148.60999999999999,148.60999999999999
