Time	Counting_Sp1(c/s)	Counting_Sp4(c/s)
14/04/2018 00:38:26	2338.00	45.00
14/04/2018 00:38:28	2094.00	35.00
14/04/2018 00:38:30	2125.00	44.00
14/04/2018 00:38:32	2145.00	45.00
14/04/2018 00:38:34	2214.00	40.00
14/04/2018 00:38:36	2282.00	36.00
14/04/2018 00:38:38	2309.00	35.00
14/04/2018 00:38:40	2341.00	42.00
14/04/2018 00:38:42	2356.00	43.00
14/04/2018 00:38:45	2299.00	44.00
14/04/2018 00:38:47	2416.00	38.00
14/04/2018 00:38:48	2447.00	50.00
14/04/2018 00:38:50	2348.00	33.00
14/04/2018 00:38:52	2375.00	44.00
14/04/2018 00:38:54	2376.00	44.00
14/04/2018 00:38:56	2263.00	39.00
14/04/2018 00:38:58	2352.00	39.00
14/04/2018 00:39:00	2255.00	37.00
14/04/2018 00:39:02	2236.00	40.00
14/04/2018 00:39:04	2182.00	32.00
14/04/2018 00:39:06	2235.00	34.00
14/04/2018 00:39:07	2241.00	36.00
14/04/2018 00:39:10	2074.00	30.00
14/04/2018 00:39:11	2183.00	44.00
14/04/2018 00:39:13	2072.00	29.00
14/04/2018 00:39:15	2022.00	38.00
14/04/2018 00:39:18	2055.00	43.00
14/04/2018 00:39:20	2083.00	38.00
14/04/2018 00:39:21	2057.00	39.00
14/04/2018 00:39:23	2036.00	30.00
14/04/2018 00:39:25	2115.00	37.00
14/04/2018 00:39:27	2090.00	33.00
14/04/2018 00:39:29	1991.00	40.00
14/04/2018 00:39:31	2127.00	34.00
14/04/2018 00:39:34	2122.00	46.00
14/04/2018 00:39:35	2017.00	33.00
14/04/2018 00:39:37	2074.00	39.00
14/04/2018 00:39:39	1995.00	42.00
14/04/2018 00:39:41	2082.00	34.00
14/04/2018 00:39:43	2017.00	37.00
14/04/2018 00:39:45	2044.00	42.00
14/04/2018 00:39:47	1876.00	37.00
14/04/2018 00:39:49	1946.00	35.00
14/04/2018 00:39:52	2017.00	38.00
14/04/2018 00:39:54	1990.00	33.00
14/04/2018 00:39:56	2004.00	58.00
14/04/2018 00:39:58	1939.00	32.00
14/04/2018 00:40:00	2043.00	34.00
14/04/2018 00:40:02	1926.00	42.00
14/04/2018 00:40:03	1957.00	37.00
14/04/2018 00:40:05	1932.00	32.00
14/04/2018 00:40:07	1931.00	39.00
14/04/2018 00:40:09	1926.00	31.00
14/04/2018 00:40:11	1916.00	40.00
14/04/2018 00:40:13	2046.00	37.00
14/04/2018 00:40:15	1890.00	40.00
14/04/2018 00:40:17	1977.00	28.00
14/04/2018 00:40:19	1985.00	32.00
14/04/2018 00:40:21	1982.00	28.00
14/04/2018 00:40:23	1913.00	31.00
14/04/2018 00:40:25	1987.00	32.00
14/04/2018 00:40:28	1974.00	43.00
14/04/2018 00:40:30	1925.00	49.00
14/04/2018 00:40:31	1924.00	38.00
14/04/2018 00:40:33	2000.00	40.00
14/04/2018 00:40:35	1876.00	33.00
14/04/2018 00:40:37	1916.00	44.00
14/04/2018 00:40:39	1908.00	47.00
14/04/2018 00:40:41	1902.00	27.00
14/04/2018 00:40:43	1919.00	47.00
14/04/2018 00:40:45	1862.00	48.00
14/04/2018 00:40:47	1908.00	35.00
14/04/2018 00:40:49	1962.00	35.00
14/04/2018 00:40:51	1869.00	30.00
14/04/2018 00:40:53	1930.00	35.00
14/04/2018 00:40:55	1754.00	35.00
14/04/2018 00:40:57	1924.00	42.00
14/04/2018 00:40:59	1844.00	57.00
14/04/2018 00:41:02	1876.00	42.00
14/04/2018 00:41:04	1905.00	27.00
14/04/2018 00:41:06	1944.00	35.00
14/04/2018 00:41:08	1817.00	40.00
14/04/2018 00:41:10	1790.00	37.00
14/04/2018 00:41:12	1819.00	35.00
14/04/2018 00:41:14	1876.00	46.00
14/04/2018 00:41:16	1909.00	30.00
14/04/2018 00:41:18	1860.00	37.00
14/04/2018 00:41:20	1902.00	27.00
14/04/2018 00:41:22	1897.00	31.00
14/04/2018 00:41:24	1927.00	31.00
14/04/2018 00:41:26	1850.00	35.00
14/04/2018 00:41:28	1866.00	44.00
14/04/2018 00:41:30	1837.00	28.00
14/04/2018 00:41:32	1785.00	34.00
14/04/2018 00:41:34	1864.00	31.00
14/04/2018 00:41:36	1776.00	38.00
14/04/2018 00:41:38	1911.00	39.00
14/04/2018 00:41:40	1882.00	41.00
14/04/2018 00:41:42	1882.00	44.00
14/04/2018 00:41:43	1918.00	29.00
