Time	Counting_Sp1(c/s)	Counting_Sp4(c/s)
12/04/2018 15:52:45	1671.00	19.00
12/04/2018 15:52:47	1672.00	29.00
12/04/2018 15:52:49	1638.00	20.00
12/04/2018 15:52:51	1659.00	18.00
12/04/2018 15:52:52	1671.00	16.00
12/04/2018 15:52:54	1598.00	19.00
12/04/2018 15:52:56	1646.00	21.00
12/04/2018 15:52:58	1685.00	23.00
12/04/2018 15:53:00	1529.00	22.00
12/04/2018 15:53:02	1637.00	23.00
12/04/2018 15:53:04	1576.00	25.00
12/04/2018 15:53:05	1665.00	15.00
12/04/2018 15:53:07	1611.00	20.00
12/04/2018 15:53:09	1581.00	22.00
12/04/2018 15:53:12	1572.00	21.00
12/04/2018 15:53:14	1545.00	19.00
12/04/2018 15:53:16	1572.00	21.00
12/04/2018 15:53:18	1627.00	25.00
12/04/2018 15:53:21	1564.00	25.00
12/04/2018 15:53:22	1649.00	26.00
12/04/2018 15:53:24	1583.00	16.00
12/04/2018 15:53:26	1579.00	18.00
12/04/2018 15:53:28	1611.00	22.00
12/04/2018 15:53:30	1549.00	26.00
12/04/2018 15:53:32	1553.00	22.00
12/04/2018 15:53:34	1540.00	19.00
12/04/2018 15:53:36	1683.00	21.00
12/04/2018 15:53:37	1557.00	16.00
12/04/2018 15:53:39	1541.00	15.00
12/04/2018 15:53:41	1522.00	18.00
12/04/2018 15:53:43	1544.00	20.00
12/04/2018 15:53:45	1512.00	21.00
12/04/2018 15:53:47	1512.00	25.00
12/04/2018 15:53:49	1508.00	10.00
12/04/2018 15:53:50	1579.00	26.00
12/04/2018 15:53:52	1583.00	20.00
12/04/2018 15:53:55	1542.00	17.00
12/04/2018 15:53:57	1575.00	21.00
12/04/2018 15:53:59	1538.00	19.00
12/04/2018 15:54:00	1551.00	26.00
12/04/2018 15:54:02	1512.00	15.00
12/04/2018 15:54:04	1608.00	25.00
12/04/2018 15:54:06	1588.00	26.00
12/04/2018 15:54:08	1569.00	18.00
12/04/2018 15:54:10	1543.00	19.00
12/04/2018 15:54:12	1525.00	6.00
12/04/2018 15:54:14	1574.00	16.00
12/04/2018 15:54:16	1511.00	22.00
12/04/2018 15:54:18	1591.00	21.00
12/04/2018 15:54:20	1523.00	24.00
12/04/2018 15:54:22	1538.00	14.00
12/04/2018 15:54:24	1508.00	20.00
12/04/2018 15:54:25	1548.00	13.00
12/04/2018 15:54:27	1540.00	18.00
12/04/2018 15:54:29	1551.00	15.00
12/04/2018 15:54:31	1586.00	25.00
12/04/2018 15:54:33	1578.00	10.00
12/04/2018 15:54:35	1518.00	17.00
12/04/2018 15:54:37	1547.00	13.00
12/04/2018 15:54:39	1634.00	20.00
12/04/2018 15:54:41	1474.00	21.00
12/04/2018 15:54:43	1554.00	19.00
12/04/2018 15:54:45	1556.00	14.00
12/04/2018 15:54:47	1557.00	17.00
12/04/2018 15:54:49	1563.00	20.00
12/04/2018 15:54:51	1515.00	12.00
12/04/2018 15:54:52	1570.00	17.00
12/04/2018 15:54:55	1578.00	15.00
12/04/2018 15:54:56	1517.00	14.00
12/04/2018 15:54:58	1548.00	16.00
12/04/2018 15:55:00	1520.00	21.00
12/04/2018 15:55:02	1575.00	22.00
12/04/2018 15:55:04	1560.00	22.00
12/04/2018 15:55:06	1639.00	20.00
12/04/2018 15:55:07	1575.00	18.00
12/04/2018 15:55:09	1562.00	15.00
12/04/2018 15:55:12	1489.00	20.00
12/04/2018 15:55:14	1584.00	19.00
12/04/2018 15:55:16	1494.00	11.00
12/04/2018 15:55:17	1557.00	24.00
12/04/2018 15:55:19	1542.00	10.00
12/04/2018 15:55:21	1526.00	16.00
12/04/2018 15:55:23	1483.00	8.00
12/04/2018 15:55:25	1572.00	13.00
12/04/2018 15:55:28	1508.00	16.00
12/04/2018 15:55:29	1541.00	13.00
12/04/2018 15:55:31	1560.00	17.00
12/04/2018 15:55:33	1501.00	21.00
12/04/2018 15:55:36	1561.00	17.00
12/04/2018 15:55:38	1579.00	14.00
12/04/2018 15:55:39	1586.00	18.00
12/04/2018 15:55:42	1564.00	23.00
12/04/2018 15:55:44	1577.00	21.00
12/04/2018 15:55:45	1573.00	22.00
12/04/2018 15:55:47	1533.00	16.00
12/04/2018 15:55:49	1612.00	16.00
12/04/2018 15:55:51	1600.00	20.00
12/04/2018 15:55:54	1569.00	11.00
12/04/2018 15:55:56	1550.00	9.00
12/04/2018 15:55:57	1517.00	26.00
12/04/2018 15:55:59	1552.00	11.00
12/04/2018 15:56:01	1573.00	19.00
12/04/2018 15:56:03	1533.00	20.00
