Time	Counting_Sp1(c/s)	Counting_Sp4(c/s)
12/04/2018 14:53:39	6361.00	731.00
12/04/2018 14:53:41	6359.00	693.00
12/04/2018 14:53:44	6265.00	755.00
12/04/2018 14:53:46	6238.00	723.00
12/04/2018 14:53:48	6391.00	710.00
12/04/2018 14:53:50	6303.00	734.00
12/04/2018 14:53:53	6468.00	723.00
12/04/2018 14:53:55	6345.00	757.00
12/04/2018 14:53:57	6338.00	733.00
12/04/2018 14:53:59	6266.00	740.00
12/04/2018 14:54:01	6371.00	778.00
12/04/2018 14:54:03	6463.00	739.00
12/04/2018 14:54:05	6147.00	750.00
12/04/2018 14:54:07	6367.00	770.00
12/04/2018 14:54:08	6197.00	731.00
12/04/2018 14:54:11	6453.00	775.00
12/04/2018 14:54:13	6413.00	711.00
12/04/2018 14:54:15	6323.00	743.00
12/04/2018 14:54:16	6250.00	699.00
12/04/2018 14:54:19	6173.00	754.00
12/04/2018 14:54:21	6326.00	701.00
12/04/2018 14:54:22	6186.00	747.00
12/04/2018 14:54:24	6283.00	744.00
12/04/2018 14:54:27	6217.00	734.00
12/04/2018 14:54:28	6235.00	761.00
12/04/2018 14:54:30	6232.00	760.00
12/04/2018 14:54:32	6230.00	740.00
12/04/2018 14:54:34	6133.00	738.00
12/04/2018 14:54:36	6312.00	716.00
12/04/2018 14:54:38	6316.00	703.00
12/04/2018 14:54:40	6142.00	717.00
12/04/2018 14:54:42	6135.00	734.00
12/04/2018 14:54:43	6296.00	725.00
12/04/2018 14:54:45	6359.00	752.00
12/04/2018 14:54:47	6150.00	731.00
12/04/2018 14:54:49	6189.00	687.00
12/04/2018 14:54:50	6262.00	741.00
12/04/2018 14:54:52	6307.00	718.00
12/04/2018 14:54:54	6180.00	705.00
12/04/2018 14:54:57	6421.00	735.00
12/04/2018 14:54:59	6061.00	699.00
12/04/2018 14:55:00	6137.00	704.00
12/04/2018 14:55:02	6113.00	762.00
12/04/2018 14:55:04	6170.00	746.00
12/04/2018 14:55:07	6279.00	703.00
12/04/2018 14:55:09	6095.00	737.00
12/04/2018 14:55:11	6172.00	678.00
12/04/2018 14:55:13	6147.00	711.00
12/04/2018 14:55:15	6126.00	745.00
12/04/2018 14:55:17	6180.00	765.00
12/04/2018 14:55:19	6281.00	749.00
12/04/2018 14:55:21	6107.00	733.00
12/04/2018 14:55:23	6221.00	730.00
12/04/2018 14:55:25	6135.00	797.00
12/04/2018 14:55:27	6154.00	746.00
12/04/2018 14:55:29	6162.00	719.00
12/04/2018 14:55:31	6089.00	783.00
12/04/2018 14:55:33	6167.00	737.00
12/04/2018 14:55:35	6189.00	750.00
12/04/2018 14:55:37	6105.00	743.00
12/04/2018 14:55:39	6186.00	712.00
12/04/2018 14:55:41	6142.00	763.00
12/04/2018 14:55:43	6296.00	712.00
12/04/2018 14:55:45	6275.00	773.00
12/04/2018 14:55:47	6132.00	761.00
12/04/2018 14:55:49	5888.00	769.00
12/04/2018 14:55:50	6188.00	737.00
12/04/2018 14:55:52	5901.00	757.00
12/04/2018 14:55:55	5980.00	772.00
12/04/2018 14:55:57	6144.00	718.00
12/04/2018 14:55:58	6093.00	715.00
12/04/2018 14:56:00	6304.00	756.00
12/04/2018 14:56:02	6077.00	778.00
12/04/2018 14:56:04	5910.00	764.00
12/04/2018 14:56:06	6051.00	766.00
12/04/2018 14:56:08	6147.00	765.00
12/04/2018 14:56:10	6065.00	745.00
12/04/2018 14:56:12	6100.00	729.00
12/04/2018 14:56:14	6052.00	787.00
12/04/2018 14:56:16	6016.00	750.00
12/04/2018 14:56:18	6058.00	734.00
12/04/2018 14:56:20	5988.00	750.00
12/04/2018 14:56:22	6000.00	729.00
12/04/2018 14:56:24	6065.00	731.00
12/04/2018 14:56:26	6000.00	709.00
12/04/2018 14:56:28	6105.00	712.00
12/04/2018 14:56:30	6055.00	707.00
12/04/2018 14:56:31	5965.00	763.00
12/04/2018 14:56:33	6171.00	759.00
12/04/2018 14:56:35	5912.00	745.00
12/04/2018 14:56:37	6139.00	740.00
12/04/2018 14:56:39	6049.00	728.00
12/04/2018 14:56:41	6028.00	724.00
12/04/2018 14:56:43	6020.00	715.00
12/04/2018 14:56:45	6076.00	771.00
12/04/2018 14:56:47	6083.00	794.00
12/04/2018 14:56:49	6059.00	752.00
