"  SAMPLE"	"    LINE"	"Relative Dist(um)"	"   N WT%"	"   H WT%"	"  Si WT%"	"  Al WT%"	"  Sr WT%"	"  Fe WT%"	"   K WT%"	"  Ba WT%"	"  Na WT%"	"   O WT%"	"   TOTAL"	"   X-POS"	"   Y-POS"	"   Z-POS"	"   N AT%"	"   H AT%"	"  Si AT%"	"  Al AT%"	"  Sr AT%"	"  Fe AT%"	"   K AT%"	"  Ba AT%"	"  Na AT%"	"   O AT%"	" N K-RAT"	"N STD_NUM"	"N STD_NAM"
"Un    1  hyalophane_50nA_20um_BNcalibr_1"	       1	       0	 .206322	 .059391	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.3786	 100.406	 .000000	 .000000	 .000000	 .003533	 .014132	 .195220	 .105570	 .000933	 .000062	 .031316	 .032199	 .011749	 .605287	 .000970	604	"Boron Nitride (BN)"
"Un    2  hyalophane_50nA_20um_BNcalibr_2"	       2	       0	 .165156	 .047541	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.3551	 100.329	 .000000	 .000000	 .000000	 .002839	 .011356	 .195980	 .105981	 .000937	 .000062	 .031438	 .032324	 .011794	 .607289	 .000777	604	"Boron Nitride (BN)"
"Un    3  hyalophane_50nA_20um_BNcalibr_3"	       3	       0	 .177925	 .051217	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.3624	 100.353	 .000000	 .000000	 .000000	 .003055	 .012219	 .195743	 .105853	 .000936	 .000062	 .031400	 .032285	 .011780	 .606667	 .000837	604	"Boron Nitride (BN)"
"Un    4  hyalophane_50nA_20um_BNcalibr_4"	       4	       0	 .175514	 .050523	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.3610	 100.349	 .000000	 .000000	 .000000	 .003014	 .012056	 .195788	 .105877	 .000936	 .000062	 .031407	 .032293	 .011783	 .606784	 .000825	604	"Boron Nitride (BN)"
"Un    5  hyalophane_50nA_20um_BNcalibr_5"	       5	       0	 .203397	 .058549	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.3769	 100.400	 .000000	 .000000	 .000000	 .003484	 .013935	 .195274	 .105599	 .000934	 .000062	 .031324	 .032208	 .011752	 .605429	 .000957	604	"Boron Nitride (BN)"
