Time	Counting_Sp1(c/s)	Counting_Sp4(c/s)
13/04/2018 15:04:38	544.00	17.00
13/04/2018 15:04:40	590.00	22.00
13/04/2018 15:04:41	530.00	19.00
13/04/2018 15:04:43	526.00	14.00
13/04/2018 15:04:45	586.00	15.00
13/04/2018 15:04:47	533.00	26.00
13/04/2018 15:04:49	607.00	24.00
13/04/2018 15:04:51	540.00	23.00
13/04/2018 15:04:53	567.00	22.00
13/04/2018 15:04:55	502.00	24.00
13/04/2018 15:04:57	501.00	19.00
13/04/2018 15:04:59	488.00	15.00
13/04/2018 15:05:01	540.00	21.00
13/04/2018 15:05:03	496.00	16.00
13/04/2018 15:05:05	514.00	27.00
13/04/2018 15:05:07	491.00	10.00
13/04/2018 15:05:09	499.00	25.00
13/04/2018 15:05:11	520.00	20.00
13/04/2018 15:05:13	508.00	34.00
13/04/2018 15:05:16	530.00	22.00
13/04/2018 15:05:17	538.00	22.00
13/04/2018 15:05:19	508.00	18.00
13/04/2018 15:05:21	524.00	22.00
13/04/2018 15:05:23	547.00	21.00
13/04/2018 15:05:25	512.00	21.00
13/04/2018 15:05:27	509.00	22.00
13/04/2018 15:05:29	529.00	14.00
13/04/2018 15:05:31	517.00	18.00
13/04/2018 15:05:34	514.00	15.00
13/04/2018 15:05:36	512.00	18.00
13/04/2018 15:05:38	485.00	22.00
13/04/2018 15:05:40	488.00	14.00
13/04/2018 15:05:42	519.00	24.00
13/04/2018 15:05:44	508.00	22.00
13/04/2018 15:05:46	520.00	21.00
13/04/2018 15:05:47	557.00	26.00
13/04/2018 15:05:49	499.00	26.00
13/04/2018 15:05:51	488.00	24.00
13/04/2018 15:05:53	473.00	24.00
13/04/2018 15:05:55	491.00	20.00
13/04/2018 15:05:57	476.00	23.00
13/04/2018 15:05:59	509.00	22.00
13/04/2018 15:06:00	483.00	22.00
13/04/2018 15:06:02	522.00	30.00
13/04/2018 15:06:04	521.00	21.00
13/04/2018 15:06:06	510.00	19.00
13/04/2018 15:06:08	500.00	18.00
13/04/2018 15:06:10	506.00	21.00
13/04/2018 15:06:12	465.00	19.00
13/04/2018 15:06:14	487.00	12.00
13/04/2018 15:06:16	478.00	11.00
13/04/2018 15:06:18	509.00	28.00
13/04/2018 15:06:20	511.00	12.00
13/04/2018 15:06:22	503.00	26.00
13/04/2018 15:06:24	508.00	32.00
13/04/2018 15:06:26	494.00	14.00
13/04/2018 15:06:28	499.00	18.00
13/04/2018 15:06:30	470.00	21.00
13/04/2018 15:06:32	541.00	14.00
13/04/2018 15:06:34	498.00	22.00
13/04/2018 15:06:35	488.00	22.00
13/04/2018 15:06:37	503.00	12.00
13/04/2018 15:06:39	492.00	22.00
13/04/2018 15:06:42	488.00	25.00
13/04/2018 15:06:43	483.00	16.00
13/04/2018 15:06:45	573.00	17.00
13/04/2018 15:06:48	479.00	18.00
13/04/2018 15:06:50	473.00	16.00
13/04/2018 15:06:52	511.00	21.00
13/04/2018 15:06:54	545.00	18.00
13/04/2018 15:06:56	503.00	15.00
13/04/2018 15:06:58	479.00	17.00
13/04/2018 15:07:00	527.00	13.00
13/04/2018 15:07:02	524.00	21.00
13/04/2018 15:07:03	553.00	13.00
13/04/2018 15:07:05	493.00	14.00
13/04/2018 15:07:08	511.00	8.00
13/04/2018 15:07:09	500.00	20.00
13/04/2018 15:07:11	556.00	16.00
13/04/2018 15:07:13	487.00	18.00
13/04/2018 15:07:15	500.00	13.00
13/04/2018 15:07:17	504.00	20.00
13/04/2018 15:07:19	513.00	16.00
13/04/2018 15:07:21	493.00	21.00
13/04/2018 15:07:23	528.00	18.00
13/04/2018 15:07:25	496.00	12.00
13/04/2018 15:07:27	531.00	16.00
13/04/2018 15:07:29	494.00	14.00
13/04/2018 15:07:31	504.00	10.00
13/04/2018 15:07:33	485.00	14.00
13/04/2018 15:07:35	547.00	12.00
13/04/2018 15:07:37	551.00	20.00
13/04/2018 15:07:38	539.00	15.00
13/04/2018 15:07:41	535.00	21.00
13/04/2018 15:07:43	537.00	15.00
13/04/2018 15:07:44	524.00	13.00
13/04/2018 15:07:46	504.00	11.00
13/04/2018 15:07:49	520.00	20.00
13/04/2018 15:07:51	525.00	11.00
13/04/2018 15:07:52	487.00	13.00
13/04/2018 15:07:54	510.00	12.00
13/04/2018 15:07:56	519.00	23.00
13/04/2018 15:07:59	534.00	14.00
13/04/2018 15:08:00	514.00	15.00
13/04/2018 15:08:02	513.00	14.00
13/04/2018 15:08:04	510.00	19.00
13/04/2018 15:08:06	494.00	10.00
13/04/2018 15:08:08	542.00	16.00
13/04/2018 15:08:09	507.00	13.00
13/04/2018 15:08:11	527.00	6.00
13/04/2018 15:08:13	571.00	14.00
13/04/2018 15:08:16	522.00	18.00
13/04/2018 15:08:18	534.00	12.00
13/04/2018 15:08:19	496.00	17.00
13/04/2018 15:08:21	525.00	18.00
13/04/2018 15:08:23	541.00	16.00
13/04/2018 15:08:25	507.00	14.00
13/04/2018 15:08:27	504.00	17.00
