Time	Counting_Sp1(c/s)	Counting_Sp4(c/s)
12/04/2018 15:06:51	417.00	45.00
12/04/2018 15:06:53	436.00	46.00
12/04/2018 15:06:54	443.00	31.00
12/04/2018 15:06:56	429.00	51.00
12/04/2018 15:06:59	455.00	46.00
12/04/2018 15:07:01	400.00	45.00
12/04/2018 15:07:03	452.00	55.00
12/04/2018 15:07:05	463.00	51.00
12/04/2018 15:07:07	417.00	40.00
12/04/2018 15:07:10	452.00	52.00
12/04/2018 15:07:11	441.00	48.00
12/04/2018 15:07:14	447.00	51.00
12/04/2018 15:07:16	413.00	41.00
12/04/2018 15:07:18	428.00	48.00
12/04/2018 15:07:19	430.00	44.00
12/04/2018 15:07:21	450.00	42.00
12/04/2018 15:07:23	492.00	50.00
12/04/2018 15:07:25	478.00	51.00
12/04/2018 15:07:27	424.00	59.00
12/04/2018 15:07:29	402.00	36.00
12/04/2018 15:07:31	440.00	40.00
12/04/2018 15:07:33	402.00	47.00
12/04/2018 15:07:35	424.00	47.00
12/04/2018 15:07:36	416.00	45.00
12/04/2018 15:07:38	434.00	40.00
12/04/2018 15:07:40	413.00	55.00
12/04/2018 15:07:42	467.00	42.00
12/04/2018 15:07:44	443.00	58.00
12/04/2018 15:07:46	444.00	42.00
12/04/2018 15:07:48	452.00	51.00
12/04/2018 15:07:50	443.00	45.00
12/04/2018 15:07:52	415.00	46.00
12/04/2018 15:07:54	423.00	47.00
12/04/2018 15:07:56	461.00	54.00
12/04/2018 15:07:58	432.00	50.00
12/04/2018 15:08:00	447.00	55.00
12/04/2018 15:08:01	452.00	43.00
12/04/2018 15:08:03	441.00	47.00
12/04/2018 15:08:06	455.00	36.00
12/04/2018 15:08:07	433.00	47.00
12/04/2018 15:08:09	434.00	48.00
12/04/2018 15:08:11	436.00	42.00
12/04/2018 15:08:13	423.00	63.00
12/04/2018 15:08:15	437.00	40.00
12/04/2018 15:08:17	429.00	49.00
12/04/2018 15:08:19	425.00	39.00
12/04/2018 15:08:22	414.00	38.00
12/04/2018 15:08:24	445.00	56.00
12/04/2018 15:08:26	416.00	44.00
12/04/2018 15:08:28	431.00	60.00
12/04/2018 15:08:30	449.00	46.00
12/04/2018 15:08:31	434.00	51.00
12/04/2018 15:08:33	435.00	43.00
12/04/2018 15:08:35	459.00	51.00
12/04/2018 15:08:37	433.00	44.00
12/04/2018 15:08:39	472.00	47.00
12/04/2018 15:08:41	424.00	50.00
12/04/2018 15:08:43	456.00	51.00
12/04/2018 15:08:45	456.00	45.00
12/04/2018 15:08:47	460.00	39.00
12/04/2018 15:08:49	445.00	63.00
12/04/2018 15:08:51	449.00	44.00
12/04/2018 15:08:53	453.00	49.00
12/04/2018 15:08:55	459.00	42.00
12/04/2018 15:08:57	430.00	40.00
12/04/2018 15:08:58	432.00	55.00
12/04/2018 15:09:01	445.00	73.00
12/04/2018 15:09:02	437.00	46.00
12/04/2018 15:09:04	459.00	50.00
12/04/2018 15:09:06	413.00	55.00
12/04/2018 15:09:08	428.00	55.00
12/04/2018 15:09:10	403.00	39.00
12/04/2018 15:09:12	424.00	33.00
12/04/2018 15:09:14	455.00	44.00
12/04/2018 15:09:16	447.00	54.00
12/04/2018 15:09:17	460.00	50.00
12/04/2018 15:09:19	418.00	33.00
12/04/2018 15:09:21	419.00	43.00
12/04/2018 15:09:23	447.00	38.00
12/04/2018 15:09:25	453.00	39.00
12/04/2018 15:09:27	427.00	40.00
12/04/2018 15:09:29	431.00	50.00
12/04/2018 15:09:31	439.00	44.00
12/04/2018 15:09:33	391.00	48.00
12/04/2018 15:09:35	444.00	52.00
12/04/2018 15:09:37	424.00	36.00
12/04/2018 15:09:39	446.00	38.00
12/04/2018 15:09:41	419.00	42.00
12/04/2018 15:09:43	418.00	49.00
12/04/2018 15:09:45	415.00	65.00
12/04/2018 15:09:46	441.00	47.00
12/04/2018 15:09:48	434.00	46.00
12/04/2018 15:09:50	423.00	54.00
