Time	Counting_Sp1(c/s)	Counting_Sp4(c/s)
12/04/2018 13:55:32	408.00	83.00
12/04/2018 13:55:34	381.00	78.00
12/04/2018 13:55:35	380.00	67.00
12/04/2018 13:55:38	387.00	67.00
12/04/2018 13:55:40	379.00	90.00
12/04/2018 13:55:42	341.00	63.00
12/04/2018 13:55:44	347.00	76.00
12/04/2018 13:55:46	340.00	80.00
12/04/2018 13:55:48	354.00	62.00
12/04/2018 13:55:50	371.00	85.00
12/04/2018 13:55:52	372.00	88.00
12/04/2018 13:55:54	382.00	81.00
12/04/2018 13:55:56	357.00	71.00
12/04/2018 13:55:58	357.00	74.00
12/04/2018 13:56:00	371.00	66.00
12/04/2018 13:56:02	411.00	71.00
12/04/2018 13:56:04	339.00	71.00
12/04/2018 13:56:06	407.00	84.00
12/04/2018 13:56:08	377.00	75.00
12/04/2018 13:56:10	394.00	67.00
12/04/2018 13:56:12	378.00	70.00
12/04/2018 13:56:14	366.00	75.00
12/04/2018 13:56:17	350.00	81.00
12/04/2018 13:56:19	384.00	81.00
12/04/2018 13:56:21	400.00	68.00
12/04/2018 13:56:23	361.00	54.00
12/04/2018 13:56:24	406.00	85.00
12/04/2018 13:56:26	376.00	74.00
12/04/2018 13:56:28	368.00	79.00
12/04/2018 13:56:30	394.00	79.00
12/04/2018 13:56:32	375.00	80.00
12/04/2018 13:56:34	381.00	69.00
12/04/2018 13:56:36	388.00	85.00
12/04/2018 13:56:38	383.00	79.00
12/04/2018 13:56:40	425.00	68.00
12/04/2018 13:56:42	401.00	94.00
12/04/2018 13:56:45	403.00	90.00
12/04/2018 13:56:46	375.00	75.00
12/04/2018 13:56:49	370.00	65.00
12/04/2018 13:56:51	377.00	70.00
12/04/2018 13:56:53	398.00	66.00
12/04/2018 13:56:54	387.00	81.00
12/04/2018 13:56:56	373.00	79.00
12/04/2018 13:56:58	405.00	80.00
12/04/2018 13:57:00	417.00	64.00
12/04/2018 13:57:02	414.00	81.00
12/04/2018 13:57:04	373.00	76.00
12/04/2018 13:57:06	408.00	72.00
12/04/2018 13:57:08	399.00	88.00
12/04/2018 13:57:10	413.00	71.00
12/04/2018 13:57:12	422.00	84.00
12/04/2018 13:57:14	365.00	86.00
12/04/2018 13:57:16	396.00	61.00
12/04/2018 13:57:17	412.00	93.00
12/04/2018 13:57:19	432.00	73.00
12/04/2018 13:57:21	380.00	90.00
12/04/2018 13:57:23	369.00	72.00
12/04/2018 13:57:25	392.00	82.00
12/04/2018 13:57:27	363.00	73.00
12/04/2018 13:57:29	380.00	78.00
12/04/2018 13:57:31	432.00	82.00
12/04/2018 13:57:32	410.00	77.00
12/04/2018 13:57:34	390.00	65.00
12/04/2018 13:57:36	421.00	92.00
12/04/2018 13:57:38	379.00	66.00
12/04/2018 13:57:40	444.00	70.00
12/04/2018 13:57:42	377.00	69.00
12/04/2018 13:57:44	434.00	81.00
12/04/2018 13:57:46	404.00	81.00
12/04/2018 13:57:48	430.00	81.00
12/04/2018 13:57:50	405.00	66.00
12/04/2018 13:57:52	398.00	67.00
12/04/2018 13:57:54	413.00	66.00
12/04/2018 13:57:55	416.00	70.00
12/04/2018 13:57:58	411.00	80.00
12/04/2018 13:57:59	377.00	86.00
12/04/2018 13:58:01	400.00	76.00
12/04/2018 13:58:03	423.00	79.00
12/04/2018 13:58:05	391.00	73.00
12/04/2018 13:58:07	420.00	51.00
12/04/2018 13:58:09	411.00	74.00
12/04/2018 13:58:10	412.00	77.00
12/04/2018 13:58:12	389.00	73.00
12/04/2018 13:58:14	460.00	78.00
12/04/2018 13:58:17	452.00	73.00
12/04/2018 13:58:18	396.00	92.00
12/04/2018 13:58:20	380.00	78.00
12/04/2018 13:58:22	415.00	74.00
12/04/2018 13:58:24	380.00	91.00
12/04/2018 13:58:26	418.00	73.00
12/04/2018 13:58:28	374.00	75.00
12/04/2018 13:58:30	439.00	81.00
12/04/2018 13:58:32	425.00	65.00
12/04/2018 13:58:34	386.00	65.00
