Time	Counting_Sp1(c/s)	Counting_Sp4(c/s)
12/04/2018 13:48:49	371.00	77.00
12/04/2018 13:48:51	389.00	67.00
12/04/2018 13:48:53	374.00	97.00
12/04/2018 13:48:55	369.00	93.00
12/04/2018 13:48:57	370.00	75.00
12/04/2018 13:48:59	376.00	82.00
12/04/2018 13:49:01	394.00	66.00
12/04/2018 13:49:03	373.00	81.00
12/04/2018 13:49:05	375.00	95.00
12/04/2018 13:49:07	421.00	64.00
12/04/2018 13:49:09	373.00	78.00
12/04/2018 13:49:11	366.00	75.00
12/04/2018 13:49:13	386.00	71.00
12/04/2018 13:49:15	378.00	54.00
12/04/2018 13:49:17	360.00	91.00
12/04/2018 13:49:19	365.00	79.00
12/04/2018 13:49:21	382.00	74.00
12/04/2018 13:49:23	362.00	88.00
12/04/2018 13:49:25	367.00	77.00
12/04/2018 13:49:27	372.00	64.00
12/04/2018 13:49:29	395.00	82.00
12/04/2018 13:49:31	379.00	66.00
12/04/2018 13:49:32	371.00	75.00
12/04/2018 13:49:34	379.00	86.00
12/04/2018 13:49:36	398.00	83.00
12/04/2018 13:49:38	413.00	73.00
12/04/2018 13:49:40	413.00	77.00
12/04/2018 13:49:42	406.00	74.00
12/04/2018 13:49:44	367.00	65.00
12/04/2018 13:49:46	375.00	70.00
12/04/2018 13:49:48	406.00	87.00
12/04/2018 13:49:50	428.00	79.00
12/04/2018 13:49:52	373.00	67.00
12/04/2018 13:49:54	422.00	64.00
12/04/2018 13:49:56	386.00	76.00
12/04/2018 13:49:57	407.00	79.00
12/04/2018 13:50:00	388.00	74.00
12/04/2018 13:50:02	418.00	76.00
12/04/2018 13:50:03	397.00	62.00
12/04/2018 13:50:05	409.00	65.00
12/04/2018 13:50:08	376.00	70.00
12/04/2018 13:50:09	393.00	77.00
12/04/2018 13:50:12	353.00	90.00
12/04/2018 13:50:14	390.00	66.00
12/04/2018 13:50:15	391.00	86.00
12/04/2018 13:50:17	373.00	83.00
12/04/2018 13:50:19	361.00	67.00
12/04/2018 13:50:21	371.00	79.00
12/04/2018 13:50:23	368.00	75.00
12/04/2018 13:50:25	405.00	76.00
12/04/2018 13:50:27	389.00	77.00
12/04/2018 13:50:29	380.00	70.00
12/04/2018 13:50:31	419.00	73.00
12/04/2018 13:50:34	433.00	65.00
12/04/2018 13:50:36	390.00	93.00
12/04/2018 13:50:38	411.00	73.00
12/04/2018 13:50:39	379.00	78.00
12/04/2018 13:50:41	393.00	73.00
12/04/2018 13:50:43	411.00	65.00
12/04/2018 13:50:45	390.00	87.00
12/04/2018 13:50:47	401.00	72.00
12/04/2018 13:50:49	411.00	74.00
12/04/2018 13:50:51	411.00	88.00
12/04/2018 13:50:53	417.00	77.00
12/04/2018 13:50:55	387.00	60.00
12/04/2018 13:50:57	423.00	78.00
12/04/2018 13:50:59	437.00	64.00
12/04/2018 13:51:01	389.00	69.00
12/04/2018 13:51:03	436.00	71.00
12/04/2018 13:51:05	417.00	56.00
12/04/2018 13:51:08	422.00	82.00
12/04/2018 13:51:10	414.00	66.00
12/04/2018 13:51:11	414.00	58.00
12/04/2018 13:51:13	423.00	79.00
12/04/2018 13:51:15	380.00	64.00
12/04/2018 13:51:17	381.00	73.00
12/04/2018 13:51:19	430.00	79.00
12/04/2018 13:51:20	421.00	80.00
12/04/2018 13:51:22	447.00	76.00
12/04/2018 13:51:25	411.00	84.00
12/04/2018 13:51:27	428.00	77.00
12/04/2018 13:51:29	393.00	79.00
12/04/2018 13:51:31	392.00	66.00
12/04/2018 13:51:34	425.00	98.00
12/04/2018 13:51:36	441.00	70.00
12/04/2018 13:51:37	393.00	73.00
12/04/2018 13:51:39	440.00	72.00
12/04/2018 13:51:41	432.00	65.00
12/04/2018 13:51:43	399.00	85.00
12/04/2018 13:51:45	403.00	67.00
12/04/2018 13:51:47	432.00	63.00
