"  SAMPLE"	"    LINE"	"Relative Dist(um)"	"   N WT%"	"   H WT%"	"  Si WT%"	"  Al WT%"	"  Sr WT%"	"  Fe WT%"	"   K WT%"	"  Ba WT%"	"  Na WT%"	"   O WT%"	"   TOTAL"	"   X-POS"	"   Y-POS"	"   Z-POS"	"   N AT%"	"   H AT%"	"  Si AT%"	"  Al AT%"	"  Sr AT%"	"  Fe AT%"	"   K AT%"	"  Ba AT%"	"  Na AT%"	"   O AT%"	" N K-RAT"	"N STD_NUM"	"N STD_NAM"
"Un    1  hyalophane_50nA_20um_BNcalibr_1"	       1	       0	 .015591	 .004488	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.2697	 100.051	 .000000	 .000000	 .000000	 .000272	 .001087	 .198791	 .107501	 .000950	 .000063	 .031888	 .032788	 .011963	 .614696	 .000078	604	"Boron Nitride (BN)"
"Un    2  hyalophane_50nA_20um_BNcalibr_2"	       2	       0	 .021143	 .006086	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.2728	 100.062	 .000000	 .000000	 .000000	 .000368	 .001474	 .198685	 .107444	 .000950	 .000063	 .031872	 .032771	 .011957	 .614417	 .000106	604	"Boron Nitride (BN)"
"Un    3  hyalophane_50nA_20um_BNcalibr_3"	       3	       0	 .025787	 .007423	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.2755	 100.070	 .000000	 .000000	 .000000	 .000449	 .001797	 .198596	 .107396	 .000950	 .000063	 .031857	 .032756	 .011952	 .614184	 .000129	604	"Boron Nitride (BN)"
"Un    4  hyalophane_50nA_20um_BNcalibr_4"	       4	       0	 .017878	 .005146	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.2710	 100.056	 .000000	 .000000	 .000000	 .000312	 .001247	 .198747	 .107477	 .000950	 .000063	 .031881	 .032781	 .011961	 .614581	 .000089	604	"Boron Nitride (BN)"
"Un    5  hyalophane_50nA_20um_BNcalibr_5"	       5	       0	 .015044	 .004331	 22.8604	 11.8764	 .340994	 .014338	 5.10541	 18.4379	 1.12614	 40.2693	 100.050	 .000000	 .000000	 .000000	 .000262	 .001049	 .198801	 .107507	 .000951	 .000063	 .031890	 .032790	 .011964	 .614723	 .000075	604	"Boron Nitride (BN)"
